Framework,Tag,Members,Confidence,CandidateHooks,ParseSites
Ares,Chronosphere.BlastDest,Chronosphere_BlastDest,member-referenced,1,src/Misc/SWTypes/ChronoSphere.cpp:75
Ares,Chronosphere.BlastSrc,Chronosphere_BlastSrc,member-referenced,1,src/Misc/SWTypes/ChronoSphere.cpp:74
Ares,Chronosphere.BlowUnplaceable,Chronosphere_BlowUnplaceable,member-referenced,1,src/Misc/SWTypes/ChronoSphere.cpp:71
Ares,Chronosphere.KillOrganic,Chronosphere_KillOrganic,member-referenced,1,src/Misc/SWTypes/ChronoSphere.cpp:66
Ares,Chronosphere.KillTeleporters,Chronosphere_KillTeleporters,member-referenced,1,src/Misc/SWTypes/ChronoSphere.cpp:67
Ares,Chronosphere.ReconsiderBuildings,Chronosphere_ReconsiderBuildings,member-referenced,1,src/Misc/SWTypes/ChronoSphere.cpp:72
Ares,CivilianEnemy,CivilianEnemy,member-referenced-broad,88,src/Ext/TechnoType/Body.cpp:393
Ares,Cloakable.Allowed,CloakAllowed,member-referenced,20,src/Ext/TechnoType/Body.cpp:361
Ares,Cloakable.Deployed,CloakDeployed,member-referenced-broad,202,src/Ext/TechnoType/Body.cpp:360
Ares,Cloakable.Powered,CloakPowered,member-referenced-broad,202,src/Ext/TechnoType/Body.cpp:359
Ares,Cloakable.Stages,CloakStages,member-referenced,12,src/Ext/TechnoType/Body.cpp:362
Ares,CloakSound,CloakSound,member-referenced,12,src/Ext/TechnoType/Body.cpp:357
Ares,Cloneable,Cloneable,member-referenced-broad,202,src/Ext/TechnoType/Body.cpp:309
Ares,ClonedAt,ClonedAt,member-referenced,6,src/Ext/TechnoType/Body.cpp:311
Ares,CloningFacility,CloningFacility,member-referenced,5,src/Ext/BuildingType/Body.cpp:221
Ares,Color,Color,member-referenced-broad,73,src/Enum/RadTypes.cpp:38
Ares,CombatDamage,FirestormWarhead,same-subsystem,39,src/Ext/Rules/Body.cpp:170
Ares,Count,,same-subsystem,12,src/Ares.UISettings.cpp:171
Ares,Crashable,Crashable,member-referenced-broad,88,src/Ext/TechnoType/Body.cpp:341
Ares,CrashSpin,CrashSpin,member-referenced-broad,88,src/Ext/TechnoType/Body.cpp:343
Ares,Crew,Crew,member-referenced,8,src/Ext/Side/Body.cpp:103
Ares,Crew.EngineerChance,Crew_EngineerChance,member-referenced,5,src/Ext/TechnoType/Body.cpp:374
Ares,Crew.TechnicianChance,Crew_TechnicianChance,member-referenced,5,src/Ext/TechnoType/Body.cpp:373
Ares,CrushDamage.Warhead,CrushDamageWarhead,member-referenced-broad,88,src/Ext/TechnoType/Body.cpp:414
Ares,Cursor,SW_Cursor,member-referenced,34,src/Ext/SWType/Body.cpp:166
Ares,Damage,Damage,member-referenced-broad,246,src/Ext/Tiberium/Body.cpp:16
Ares,Damage.Deployed,DeployedDamage,member-referenced,7,src/Ext/WarheadType/Body.cpp:86
Ares,DamageAirConsiderBridges,DamageAirConsiderBridges,member-referenced,5,src/Ext/Rules/Body.cpp:108
Ares,DamageAirThreshold,DamageAirThreshold,member-referenced,6,src/Ext/WarheadType/Body.cpp:111
Ares,DamageSmokeParticleSystems,ParticleSystems_DamageSmoke,member-referenced-broad,88,src/Ext/TechnoType/Body.cpp:398
Ares,DamageSparks,DamageSparks,member-referenced-broad,88,src/Ext/TechnoType/Body.cpp:396
Ares,DamageSparksParticleSystems,ParticleSystems_DamageSparks,member-referenced-broad,88,src/Ext/TechnoType/Body.cpp:399
Ares,DeactivateDimEMP,DeactivateDim_EMP,member-referenced,18,src/Ext/Rules/Body.cpp:91
Ares,DeactivateDimOperator,DeactivateDim_Operator,member-referenced,18,src/Ext/Rules/Body.cpp:92
Ares,DeactivateDimPowered,DeactivateDim_Powered,member-referenced,18,src/Ext/Rules/Body.cpp:90
Ares,DeathWeapon.Suppress,SuppressDeathWeapon,member-referenced,7,src/Ext/WarheadType/Body.cpp:115
Ares,DeathWeapon.SuppressInfantry,SuppressDeathWeapon_Infantry,member-referenced,7,src/Ext/WarheadType/Body.cpp:114
Ares,DeathWeapon.SuppressVehicles,SuppressDeathWeapon_Vehicles,member-referenced,7,src/Ext/WarheadType/Body.cpp:113
Ares,Debris.Chance,DebrisChance,same-subsystem,4,src/Ext/Tiberium/Body.cpp:27
Ares,DebugKeysEnabled,DebugKeysEnabled,member-referenced,12,src/Ares.GlobalControls.cpp:36
Ares,DebugOnly,DebugOnly,no-candidate,0,src/Ext/Campaign/Body.cpp:36
Ares,DecloakSound,DecloakSound,member-referenced,12,src/Ext/TechnoType/Body.cpp:358
Ares,DefaultDisguise,Disguise,member-referenced-broad,41,src/Ext/Side/Body.cpp:109
Ares,Degrade.Amount,DegradeAmount,member-referenced,17,src/Ext/BuildingType/Body.cpp:243
Ares,Degrade.AmountConsumer,DegradeAmountConsumer,member-referenced,17,src/Ext/Rules/Body.cpp:104
Ares,Degrade.AmountNormal,DegradeAmountNormal,member-referenced,17,src/Ext/Rules/Body.cpp:103
Ares,Degrade.Enabled,DegradeEnabled,member-referenced,17,src/Ext/Rules/Body.cpp:101
Ares,Degrade.Percentage,DegradePercentage,member-referenced,17,src/Ext/BuildingType/Body.cpp:244 ; src/Ext/Rules/Body.cpp:102
Ares,Degrades,Degrades,member-referenced,18,src/Ext/House/Body.cpp:43 ; src/Ext/HouseType/Body.cpp:305
Ares,Deliver.Buildups,SW_DeliverBuildups,member-referenced,1,src/Misc/SWTypes/UnitDelivery.cpp:27
Ares,Deliver.Owner,SW_OwnerHouse,member-referenced,1,src/Misc/SWTypes/UnitDelivery.cpp:28
Ares,Deliver.Types,SW_Deliverables,member-referenced,1,src/Misc/SWTypes/UnitDelivery.cpp:26
Ares,Description,len,member-referenced,12,src/Misc/MoviesList.cpp:65
Ares,DesignatorRange,DesignatorRange,member-referenced-broad,203,src/Ext/TechnoType/Body.cpp:405
Ares,DialogBackground.Image,DialogBackgroundImage,member-referenced-broad,41,src/Ext/Side/Body.cpp:156
Ares,DialogBackground.Palette,DialogBackgroundPalette,member-referenced-broad,41,src/Ext/Side/Body.cpp:157
Ares,DirectX.Force,,same-subsystem,12,src/Ares.GlobalControls.cpp:40
Ares,DiskLaserAnimEnabled,DiskLaserAnimEnabled,member-referenced,3,src/Ext/Rules/Body.cpp:110
Ares,DiskRequired,DiskRequired,member-referenced,3,src/Misc/MoviesList.cpp:69
Ares,Dominator.Capture,Dominator_Capture,member-referenced,22,src/Misc/SWTypes/Dominator.cpp:76
Ares,Dominator.CaptureImmuneToPsionics,Dominator_CaptureImmuneToPsionics,member-referenced,22,src/Misc/SWTypes/Dominator.cpp:80
Ares,Dominator.CaptureMindControlled,Dominator_CaptureMindControlled,member-referenced,22,src/Misc/SWTypes/Dominator.cpp:78
Ares,Dominator.CapturePermaMindControlled,Dominator_CapturePermaMindControlled,member-referenced,22,src/Misc/SWTypes/Dominator.cpp:79
Ares,Dominator.ControlAnim,Dominator_ControlAnim,member-referenced,22,src/Misc/SWTypes/Dominator.cpp:74
Ares,Dominator.FireAtPercentage,Dominator_FireAtPercentage,member-referenced,1,src/Misc/SWTypes/Dominator.cpp:75
Ares,Dominator.FirstAnim,Dominator_FirstAnim,member-referenced,1,src/Misc/SWTypes/Dominator.cpp:72
Ares,Dominator.FirstAnimHeight,Dominator_FirstAnimHeight,member-referenced,1,src/Misc/SWTypes/Dominator.cpp:70
Ares,Dominator.PermanentCapture,Dominator_PermanentCapture,member-referenced,22,src/Misc/SWTypes/Dominator.cpp:81
Ares,Dominator.Ripple,Dominator_Ripple,member-referenced,22,src/Misc/SWTypes/Dominator.cpp:77
Ares,Dominator.SecondAnim,Dominator_SecondAnim,member-referenced,22,src/Misc/SWTypes/Dominator.cpp:73
Ares,Dominator.SecondAnimHeight,Dominator_SecondAnimHeight,member-referenced,22,src/Misc/SWTypes/Dominator.cpp:71
Ares,Drain.Amount,Drain_Amount,member-referenced,18,src/Ext/TechnoType/Body.cpp:378
Ares,Drain.Local,Drain_Local,member-referenced,18,src/Ext/TechnoType/Body.cpp:377
Ares,DropPod.Maximum,DropPod_Maximum,member-referenced,1,src/Misc/SWTypes/DropPod.cpp:34
Ares,DropPod.Minimum,DropPod_Minimum,member-referenced,1,src/Misc/SWTypes/DropPod.cpp:33
Ares,DropPod.Types,DropPod_Types,member-referenced,1,src/Misc/SWTypes/DropPod.cpp:36
Ares,DropPod.Veterancy,DropPod_Veterancy,member-referenced,1,src/Misc/SWTypes/DropPod.cpp:35
Ares,DurationMultiple,Duration_Multiple,same-subsystem,2,src/Enum/RadTypes.cpp:39
Ares,EliteAbilities,,same-subsystem-broad,202,src/Ext/TechnoType/Body.cpp:245
Ares,EMP.Cap,EMP_Cap,member-referenced,31,src/Ext/WarheadType/Body.cpp:76
Ares,EMP.Duration,EMP_Duration,member-referenced,31,src/Ext/WarheadType/Body.cpp:75
Ares,EMP.Modifier,EMP_Modifier,member-referenced-broad,202,src/Ext/TechnoType/Body.cpp:220
Ares,EMP.Sparkles,EMP_Sparkles,member-referenced-broad,233,src/Ext/TechnoType/Body.cpp:221 ; src/Ext/WarheadType/Body.cpp:77
Ares,EMP.Threshold,EMP_Threshold,member-referenced-broad,202,src/Ext/TechnoType/Body.cpp:223 ; src/Ext/TechnoType/Body.cpp:231
Ares,EmptyReloadAmount,EmptyReloadAmount,member-referenced,10,src/Ext/TechnoType/Body.cpp:419
Ares,EMPulse.Cannons,EMPulse_Cannons,member-referenced,1,src/Misc/SWTypes/EMPulse.cpp:43
Ares,EMPulse.Linked,EMPulse_Linked,member-referenced,1,src/Misc/SWTypes/EMPulse.cpp:39
Ares,EMPulse.PulseBall,EMPulse_PulseBall,member-referenced,22,src/Misc/SWTypes/EMPulse.cpp:42
Ares,EMPulse.PulseDelay,EMPulse_PulseDelay,member-referenced,22,src/Misc/SWTypes/EMPulse.cpp:41
Ares,EMPulse.TargetSelf,EMPulse_TargetSelf,member-referenced,1,src/Misc/SWTypes/EMPulse.cpp:40
Ares,EnemyInsignia,EnemyInsignia,member-referenced,40,src/Ext/Rules/Body.cpp:82
Ares,Engineer,Engineer,member-referenced-broad,126,src/Ext/Side/Body.cpp:105
Ares,EVA.Activated,EVA_Activated,member-referenced-broad,58,src/Ext/SWType/Body.cpp:129
Ares,EVA.Detected,EVA_Detected,member-referenced,34,src/Ext/SWType/Body.cpp:130
Ares,EVA.Impatient,EVA_Impatient,member-referenced,34,src/Ext/SWType/Body.cpp:131
Ares,EVA.InsufficientFunds,EVA_InsufficientFunds,member-referenced,34,src/Ext/SWType/Body.cpp:132
Ares,EVA.Lost,EVA_UnitLost,member-referenced-broad,88,src/Ext/TechnoType/Body.cpp:367
Ares,EVA.Ready,EVA_Ready,member-referenced,34,src/Ext/SWType/Body.cpp:128
Ares,EVA.SelectTarget,EVA_SelectTarget,member-referenced,34,src/Ext/SWType/Body.cpp:133
Ares,EVA.Tag,EVAIndex,member-referenced-broad,45,src/Ext/Side/Body.cpp:111
Ares,Experience.AirstrikeModifier,AirstrikeExperienceModifier,member-referenced-broad,202,src/Ext/TechnoType/Body.cpp:268
Ares,Experience.FromAirstrike,ExperienceFromAirstrike,member-referenced-broad,202,src/Ext/TechnoType/Body.cpp:267
Ares,Experience.FromPassengers,ExperienceFromPassengers,member-referenced-broad,202,src/Ext/TechnoType/Body.cpp:261
Ares,Experience.MindControlSelfModifier,MindControlExperienceSelfModifier,member-referenced-broad,202,src/Ext/TechnoType/Body.cpp:263
Ares,Experience.MindControlVictimModifier,MindControlExperienceVictimModifier,member-referenced-broad,202,src/Ext/TechnoType/Body.cpp:264
Ares,Experience.PassengerModifier,PassengerExperienceModifier,member-referenced-broad,202,src/Ext/TechnoType/Body.cpp:262
Ares,Experience.PromotePassengers,PassengersGainExperience,member-referenced-broad,202,src/Ext/TechnoType/Body.cpp:260
Ares,Experience.SpawnModifier,SpawnExperienceSpawnModifier,member-referenced-broad,202,src/Ext/TechnoType/Body.cpp:266
Ares,Experience.SpawnOwnerModifier,SpawnExperienceOwnerModifier,member-referenced-broad,202,src/Ext/TechnoType/Body.cpp:265
Ares,ExplosionDamage,ExplosionDamage,same-subsystem,4,src/Ext/Tiberium/Body.cpp:25
Ares,ExplosionWarhead,ExplosionWarhead,same-subsystem,4,src/Ext/Tiberium/Body.cpp:24
Ares,Factory.ExplicitOnly,Factory_ExplicitOnly,member-referenced-broad,104,src/Ext/BuildingType/Body.cpp:222
Ares,FactoryOwners,FactoryOwners,member-referenced-broad,203,src/Ext/TechnoType/Body.cpp:319
Ares,FactoryOwners.Forbidden,ForbiddenFactoryOwners,member-referenced-broad,203,src/Ext/TechnoType/Body.cpp:320
Ares,FactoryOwners.HaveAllPlans,FactoryOwners_HaveAllPlans,member-referenced,10,src/Ext/TechnoType/Body.cpp:321
Ares,File.LoadScreen,LoadScreenBackground,member-referenced,19,src/Ext/HouseType/Body.cpp:263
Ares,File.LoadScreenPAL,LoadScreenPalette,member-referenced,19,src/Ext/HouseType/Body.cpp:264
Ares,File.ObserverFlagAltPalette,ObserverFlagYuriPAL,member-referenced,19,src/Ext/HouseType/Body.cpp:272
Ares,File.Taunt,TauntFile,member-referenced,19,src/Ext/HouseType/Body.cpp:265
Ares,Firestorm.Wall,Firewall_Is,member-referenced,17,src/Ext/BuildingType/Body.cpp:43
Ares,ForceShield.Modifier,ForceShield_Modifier,member-referenced-broad,88,src/Ext/TechnoType/Body.cpp:285
Ares,Foundation,,same-subsystem-broad,103,src/Ext/BuildingType/Body.cpp:64
Ares,Foundation.X,CustomWidth,member-referenced,19,src/Ext/BuildingType/Body.cpp:70
Ares,Foundation.Y,CustomHeight,member-referenced,19,src/Ext/BuildingType/Body.cpp:71
Ares,FoundationOutline.Length,OutlineLength,same-subsystem-broad,103,src/Ext/BuildingType/Body.cpp:72
Ares,GateDownSound,GateDownSound,member-referenced,5,src/Ext/BuildingType/Body.cpp:224
Ares,GateUpSound,GateUpSound,member-referenced,5,src/Ext/BuildingType/Body.cpp:225
Ares,Gattling.Cycle,GattlingCyclic,member-referenced-broad,88,src/Ext/TechnoType/Body.cpp:324
Ares,General,CloakHeight;DamageToFirestormDamageCoefficient;DropPodMaximum;DropPodMinimum;DropPodTrailer;DropPodTypes;EnemyWrench;EngineerAlwaysCaptureTech;EngineerDamage;EngineerDamageCursor;HunterSeekerAscentSpeed;HunterSeekerDescendProximity;HunterSeekerDescentSpeed;HunterSeekerDetonateProximity;HunterSeekerEmergeSpeed;TogglePowerAllowed;TogglePowerCursor;TogglePowerDelay;TogglePowerNoCursor,member-referenced-broad,218,src/Ext/Rules/Body.cpp:136 ; src/Ext/Rules/Body.cpp:142 ; src/Ext/Rules/Body.cpp:143 ; src/Ext/Rules/Body.cpp:144 ; src/Ext/Rules/Body.cpp:146 ; src/Ext/Rules/Body.cpp:149
Ares,GenerateUrbanAreas,UrbanAreas,member-referenced,22,src/Misc/RMG.cpp:120
Ares,GraphicalText.Image,GraphicalTextImage,member-referenced-broad,41,src/Ext/Side/Body.cpp:153
Ares,GraphicalText.Palette,GraphicalTextPalette,member-referenced-broad,41,src/Ext/Side/Body.cpp:154
Ares,GroupAs,GroupAs,member-referenced-broad,202,src/Ext/TechnoType/Body.cpp:370
Ares,HasSpotlight,Is_Spotlighted,member-referenced,32,src/Ext/TechnoType/Body.cpp:157
Ares,Heal.Delay,Heal_Delay,same-subsystem,4,src/Ext/Tiberium/Body.cpp:22
Ares,Heal.IStep,Heal_IStep,same-subsystem,4,src/Ext/Tiberium/Body.cpp:20
Ares,Heal.Step,Heal_Step,same-subsystem,4,src/Ext/Tiberium/Body.cpp:19
Ares,Heal.UStep,Heal_UStep,same-subsystem,4,src/Ext/Tiberium/Body.cpp:21
Ares,HoverSound,HoverSound,member-referenced,17,src/Ext/Campaign/Body.cpp:38
Ares,HunterSeeker,HunterSeeker,member-referenced,14,src/Ext/Side/Body.cpp:130
Ares,HunterSeeker.AscentSpeed,HunterSeekerAscentSpeed,member-referenced,9,src/Ext/TechnoType/Body.cpp:388
Ares,HunterSeeker.Buildings,HunterSeeker_Buildings,member-referenced,1,src/Misc/SWTypes/HunterSeeker.cpp:46
Ares,HunterSeeker.DescendProximity,HunterSeekerDescendProximity,member-referenced,9,src/Ext/TechnoType/Body.cpp:387
Ares,HunterSeeker.DescentSpeed,HunterSeekerDescentSpeed,member-referenced,9,src/Ext/TechnoType/Body.cpp:389
Ares,HunterSeeker.DetonateProximity,HunterSeekerDetonateProximity,member-referenced,9,src/Ext/TechnoType/Body.cpp:386
Ares,HunterSeeker.EmergeSpeed,HunterSeekerEmergeSpeed,member-referenced,9,src/Ext/TechnoType/Body.cpp:390
Ares,HunterSeeker.Ignore,HunterSeekerIgnore,member-referenced-broad,202,src/Ext/TechnoType/Body.cpp:391
Ares,HunterSeeker.RandomOnly,HunterSeeker_RandomOnly,member-referenced,1,src/Misc/SWTypes/HunterSeeker.cpp:45
Ares,HunterSeeker.Type,HunterSeeker_Type,member-referenced,1,src/Misc/SWTypes/HunterSeeker.cpp:44
Ares,Identifier,ModIdentifier,member-referenced,5,src/Ares.UISettings.cpp:240
Ares,ImmuneToAbduction,ImmuneToAbduction,member-referenced-broad,203,src/Ext/TechnoType/Body.cpp:317
Ares,ImmuneToEMP,ImmuneToEMP,member-referenced-broad,202,src/Ext/TechnoType/Body.cpp:219
Ares,ImmuneToSaboteurs,ImmuneToSaboteurs,same-subsystem-broad,103,src/Ext/BuildingType/Body.cpp:246
Ares,Infantry,,same-subsystem-broad,332,src/Misc/RMG.cpp:129
Ares,InfDeathAnim,InfDeathAnim,member-referenced,15,src/Ext/WarheadType/Body.cpp:92
Ares,InhibitorRange,InhibitorRange,member-referenced-broad,203,src/Ext/TechnoType/Body.cpp:406
Ares,InitialPayload.Nums,InitialPayload_Nums,member-referenced-broad,202,src/Ext/TechnoType/Body.cpp:201
Ares,InitialPayload.Types,InitialPayload_Types,member-referenced-broad,202,src/Ext/TechnoType/Body.cpp:200
Ares,Insignia.ShowEnemy,Insignia_ShowEnemy,member-referenced-broad,202,src/Ext/TechnoType/Body.cpp:269
Ares,IQ,TogglePowerIQ,member-referenced,40,src/Ext/Rules/Body.cpp:162
Ares,IronCurtain.Cap,IC_Cap,member-referenced,31,src/Ext/WarheadType/Body.cpp:80
Ares,IronCurtain.Duration,IC_Duration,member-referenced,31,src/Ext/WarheadType/Body.cpp:79
Ares,IronCurtain.Modifier,IronCurtain_Modifier,member-referenced-broad,89,src/Ext/TechnoType/Body.cpp:283
Ares,IsBomb,Is_Bomb,member-referenced,14,src/Ext/TechnoType/Body.cpp:176
Ares,IsCow,Is_Cow,member-referenced-broad,88,src/Ext/TechnoType/Body.cpp:155
Ares,IsDesolator,Is_Deso,member-referenced-broad,88,src/Ext/TechnoType/Body.cpp:153
Ares,IsDesolator.RadDependant,Is_Deso_Radiation,member-referenced-broad,88,src/Ext/TechnoType/Body.cpp:154
Ares,IsPassable,IsPassable,member-referenced,16,src/Ext/BuildingType/Body.cpp:227
Ares,IsTrench,,same-subsystem-broad,103,src/Ext/BuildingType/Body.cpp:151
Ares,IvanBomb.AttachSound,Ivan_AttachSound,member-referenced,34,src/Ext/WeaponType/Body.cpp:100
Ares,IvanBomb.CanDetonateDeathBomb,Ivan_CanDetonateDeathBomb,member-referenced,15,src/Ext/WeaponType/Body.cpp:107
Ares,IvanBomb.CanDetonateTimeBomb,Ivan_CanDetonateTimeBomb,member-referenced,15,src/Ext/WeaponType/Body.cpp:106
Ares,IvanBomb.Damage,Ivan_Damage,member-referenced,15,src/Ext/WeaponType/Body.cpp:93
Ares,IvanBomb.Delay,Ivan_Delay,member-referenced,15,src/Ext/WeaponType/Body.cpp:94
Ares,IvanBomb.DestroysBridges,Ivan_KillsBridges,member-referenced,15,src/Ext/WeaponType/Body.cpp:90
Ares,IvanBomb.Detachable,Ivan_Detachable,member-referenced,15,src/Ext/WeaponType/Body.cpp:91
Ares,IvanBomb.FlickerRate,Ivan_FlickerRate,member-referenced,15,src/Ext/WeaponType/Body.cpp:96
Ares,IvanBomb.Image,Ivan_Image,member-referenced,15,src/Ext/WeaponType/Body.cpp:104
Ares,IvanBomb.TickingSound,Ivan_TickingSound,member-referenced,34,src/Ext/WeaponType/Body.cpp:98
Ares,IvanBomb.Warhead,Ivan_WH,member-referenced,15,src/Ext/WeaponType/Body.cpp:102
Ares,KillDriver,KillDriver,member-referenced-broad,88,src/Ext/WarheadType/Body.cpp:97
Ares,KillDriver.KillBelowPercent,KillDriver_KillBelowPercent,member-referenced,31,src/Ext/WarheadType/Body.cpp:99
Ares,KillDriver.Owner,KillDriver_Owner,member-referenced,31,src/Ext/WarheadType/Body.cpp:101
Ares,LaserThickness,Laser_Thickness,member-referenced,14,src/Ext/WeaponType/Body.cpp:78
Ares,LevelDelay,Level_Delay,member-referenced,3,src/Enum/RadTypes.cpp:42
Ares,LevelFactor,Level_Factor,same-subsystem,2,src/Enum/RadTypes.cpp:44
Ares,LevelMax,Level_Max,same-subsystem,2,src/Enum/RadTypes.cpp:41
Ares,Light.Ambient,Lighting_Ambient,member-referenced-broad,58,src/Ext/SWType/Body.cpp:188
Ares,Light.Blue,Lighting_Blue,member-referenced-broad,58,src/Ext/SWType/Body.cpp:191
Ares,Light.Enabled,Lighting_Enabled,member-referenced,22,src/Ext/SWType/Body.cpp:187
Ares,Light.Green,Lighting_Green,member-referenced-broad,58,src/Ext/SWType/Body.cpp:190
Ares,Light.Red,Lighting_Red,member-referenced-broad,58,src/Ext/SWType/Body.cpp:189
Ares,LightDelay,Light_Delay,member-referenced,3,src/Enum/RadTypes.cpp:43
Ares,LightFactor,Light_Factor,member-referenced,3,src/Enum/RadTypes.cpp:45
Ares,Lightning.BoltExplosion,Weather_BoltExplosion,member-referenced,22,src/Misc/SWTypes/LightningStorm.cpp:80
Ares,Lightning.Bolts,Weather_Bolts,member-referenced,22,src/Misc/SWTypes/LightningStorm.cpp:83
Ares,Lightning.CloudHeight,Weather_CloudHeight,member-referenced,22,src/Misc/SWTypes/LightningStorm.cpp:79
Ares,Lightning.Clouds,Weather_Clouds,member-referenced,22,src/Misc/SWTypes/LightningStorm.cpp:82
Ares,Lightning.Debris,Weather_Debris,member-referenced,22,src/Misc/SWTypes/LightningStorm.cpp:84
Ares,Lightning.DebrisMax,Weather_DebrisMax,member-referenced,22,src/Misc/SWTypes/LightningStorm.cpp:78
Ares,Lightning.DebrisMin,Weather_DebrisMin,member-referenced,22,src/Misc/SWTypes/LightningStorm.cpp:77
Ares,Lightning.Duration,Weather_Duration,member-referenced,1,src/Misc/SWTypes/LightningStorm.cpp:69
Ares,Lightning.HitDelay,Weather_HitDelay,member-referenced,22,src/Misc/SWTypes/LightningStorm.cpp:71
Ares,Lightning.IgnoreLightningRod,Weather_IgnoreLightningRod,member-referenced,22,src/Misc/SWTypes/LightningStorm.cpp:76
Ares,Lightning.PrintText,Weather_PrintText,member-referenced,22,src/Misc/SWTypes/LightningStorm.cpp:75
Ares,Lightning.RadarOutage,Weather_RadarOutage,member-referenced,22,src/Misc/SWTypes/LightningStorm.cpp:70
Ares,Lightning.RadarOutageAffects,Weather_RadarOutageAffects,member-referenced,22,src/Misc/SWTypes/LightningStorm.cpp:81
Ares,Lightning.ScatterCount,Weather_ScatterCount,member-referenced,22,src/Misc/SWTypes/LightningStorm.cpp:73
Ares,Lightning.ScatterDelay,Weather_ScatterDelay,member-referenced,22,src/Misc/SWTypes/LightningStorm.cpp:72
Ares,Lightning.Separation,Weather_Separation,member-referenced,22,src/Misc/SWTypes/LightningStorm.cpp:74
Ares,Lightning.Sounds,Weather_Sounds,member-referenced,22,src/Misc/SWTypes/LightningStorm.cpp:85
Ares,LightningRod.Modifier,LightningRod_Modifier,member-referenced,21,src/Ext/BuildingType/Body.cpp:168
Ares,ListIndex,CountryListIndex,member-referenced,19,src/Ext/HouseType/Body.cpp:301
Ares,LoadingTheme,idxLoadingTheme,member-referenced,39,src/Ext/Side/Hooks.cpp:543 ; src/Ext/Side/Hooks.cpp:553 ; src/Ext/Side/Hooks.cpp:556
Ares,LoadScreenText.Brief,LoadScreenBrief,member-referenced,19,src/Ext/HouseType/Body.cpp:269
Ares,LoadScreenText.Color,LoadTextColor,member-referenced-broad,41,src/Ext/HouseType/Body.cpp:298 ; src/Ext/Side/Hooks.cpp:178
Ares,LoadScreenText.Name,LoadScreenName,member-referenced,19,src/Ext/HouseType/Body.cpp:267
Ares,LoadScreenText.SpecialName,LoadScreenSpecialName,member-referenced,19,src/Ext/HouseType/Body.cpp:268
Ares,LostEvaEvent,LostEvaEvent,member-referenced,18,src/Ext/BuildingType/Body.cpp:239
Ares,MakeInfantryOwner,MakeInfantryOwner,member-referenced,6,src/Ext/AnimType/Body.cpp:19
Ares,Malicious,Malicious,member-referenced,7,src/Ext/WarheadType/Body.cpp:103
Ares,MenuText.Status,StatusText,member-referenced,19,src/Ext/HouseType/Body.cpp:270
Ares,Message.Abort,Message_Abort,member-referenced-broad,58,src/Ext/SWType/Body.cpp:206
Ares,Message.Activate,Message_Activate,member-referenced,22,src/Ext/SWType/Body.cpp:205
Ares,Message.Capture,MessageCapture,member-referenced,18,src/Ext/BuildingType/Body.cpp:240
Ares,Message.Color,,same-subsystem-broad,58,src/Ext/SWType/Body.cpp:195
Ares,Message.Detected,Message_Detected,member-referenced,34,src/Ext/SWType/Body.cpp:202
Ares,Message.FirerColor,Message_FirerColor,member-referenced-broad,58,src/Ext/SWType/Body.cpp:194
Ares,Message.InsufficientFunds,Message_InsufficientFunds,member-referenced,34,src/Ext/SWType/Body.cpp:207
Ares,Message.Launch,Message_Launch,member-referenced,22,src/Ext/SWType/Body.cpp:204
Ares,Message.Lost,MessageLost,member-referenced,18,src/Ext/BuildingType/Body.cpp:241
Ares,Message.Ready,Message_Ready,member-referenced,34,src/Ext/SWType/Body.cpp:203
Ares,Message.SilosNeeded,MessageSilosNeeded,member-referenced,17,src/Ext/Rules/Body.cpp:99
Ares,MessageTextColor,MessageTextColorIndex,member-referenced-broad,41,src/Ext/Side/Body.cpp:128
Ares,MindControl.Permanent,MindControl_Permanent,member-referenced,31,src/Ext/WarheadType/Body.cpp:72
Ares,Missile,CustomMissileData,member-referenced,13,src/Ext/TechnoType/Body.cpp:329
Ares,Missile.Custom,IsCustomMissile,member-referenced,13,src/Ext/TechnoType/Body.cpp:328
Ares,Missile.EliteWarhead,CustomMissileEliteWarhead,member-referenced,13,src/Ext/TechnoType/Body.cpp:332
Ares,Missile.EliteWeapon,CustomMissileEliteWeapon,member-referenced,13,src/Ext/TechnoType/Body.cpp:337
Ares,Missile.TakeOffAnim,CustomMissileTakeoffAnim,member-referenced,13,src/Ext/TechnoType/Body.cpp:333
Ares,Missile.TrailerAnim,CustomMissileTrailerAnim,member-referenced,13,src/Ext/TechnoType/Body.cpp:334
Ares,Missile.TrailerSeparation,CustomMissileTrailerSeparation,member-referenced,13,src/Ext/TechnoType/Body.cpp:335
Ares,Missile.Warhead,CustomMissileWarhead,member-referenced,13,src/Ext/TechnoType/Body.cpp:331
Ares,Missile.Weapon,CustomMissileWeapon,member-referenced,13,src/Ext/TechnoType/Body.cpp:336
Ares,Money.Amount,Money_Amount,member-referenced,35,src/Ext/SWType/Body.cpp:142
Ares,Money.DrainAmount,Money_DrainAmount,member-referenced,34,src/Ext/SWType/Body.cpp:143
Ares,Money.DrainDelay,Money_DrainDelay,member-referenced,34,src/Ext/SWType/Body.cpp:144
Ares,MultiEngineer,,same-subsystem-broad,332,src/Misc/Skirmish.cpp:82
Ares,MultiplayerScore.Background,ScoreMultiplayBackground,member-referenced-broad,41,src/Ext/Side/Body.cpp:137
Ares,MultiplayerScore.Bars,ScoreMultiplayBars,member-referenced-broad,41,src/Ext/Side/Body.cpp:139
