Framework,Tag,Members,Confidence,CandidateHooks,ParseSites
Phobos,LandingAnim,LandingAnim,member-referenced-broad,101,src/Ext/TechnoType/Body.cpp:1218
Phobos,LandingDir,LandingDir,member-referenced-broad,69,src/Ext/TechnoType/Body.cpp:1019
Phobos,LargeFireAnims,LargeFireAnims,member-referenced,31,src/Ext/AnimType/Body.cpp:115
Phobos,LargeFireChances,LargeFireChances,member-referenced,31,src/Ext/AnimType/Body.cpp:116
Phobos,LargeFireCount,LargeFireCount,member-referenced,31,src/Ext/AnimType/Body.cpp:114
Phobos,LargeFireDistances,LargeFireDistances,member-referenced,31,src/Ext/AnimType/Body.cpp:117
Phobos,LaserPositionUpdate,LaserPositionUpdate,member-referenced,15,src/Ext/WeaponType/Body.cpp:120
Phobos,LaserPositionUpdate.StopOnFirerConvert,LaserPositionUpdate_StopOnFirerConvert,member-referenced,15,src/Ext/Rules/Body.cpp:200 ; src/Ext/WeaponType/Body.cpp:121
Phobos,LaserTargetColor,LaserTargetColor,member-referenced-broad,389,src/Ext/TechnoType/Body.cpp:780
Phobos,LaserThickness,LaserThickness,member-referenced,5,src/Ext/WeaponType/Body.cpp:180
Phobos,LaserTrail.Type,LaserTrail_Type,no-candidate,0,src/New/Type/AttachEffectTypeClass.cpp:181
Phobos,LaserTrail.Types,LaserTrail_Types,member-referenced,4,src/Ext/VoxelAnimType/Body.cpp:12
Phobos,LaserZAdjust,LaserZAdjust,member-referenced,15,src/Ext/Rules/Body.cpp:201 ; src/Ext/WeaponType/Body.cpp:122
Phobos,LaunchSW,LaunchSW,member-referenced,38,src/Ext/WarheadType/Body.cpp:290
Phobos,LaunchSW.DisplayMoney,LaunchSW_DisplayMoney,member-referenced,38,src/Ext/WarheadType/Body.cpp:294
Phobos,LaunchSW.DisplayMoney.Houses,LaunchSW_DisplayMoney_Houses,member-referenced,38,src/Ext/WarheadType/Body.cpp:295
Phobos,LaunchSW.DisplayMoney.Offset,LaunchSW_DisplayMoney_Offset,member-referenced,38,src/Ext/WarheadType/Body.cpp:296
Phobos,LaunchSW.IgnoreDesignators,LaunchSW_IgnoreDesignators,member-referenced,38,src/Ext/WarheadType/Body.cpp:293
Phobos,LaunchSW.IgnoreInhibitors,LaunchSW_IgnoreInhibitors,member-referenced,38,src/Ext/WarheadType/Body.cpp:292
Phobos,LaunchSW.RealLaunch,LaunchSW_RealLaunch,member-referenced,38,src/Ext/WarheadType/Body.cpp:291
Phobos,Layer.UseObjectLayer,Layer_UseObjectLayer,member-referenced,26,src/Ext/AnimType/Body.cpp:84
Phobos,LightFlashAlphaImageDetailLevel,LightFlashAlphaImageDetailLevel,member-referenced,11,src/Ext/Rules/Body.cpp:319
Phobos,LimboDelivery.IDs,LimboDelivery_IDs,member-referenced,15,src/Ext/SWType/Body.cpp:160
Phobos,LimboDelivery.RandomWeights,weights,member-referenced,15,src/Ext/SWType/Body.cpp:202
Phobos,LimboDelivery.RollChances,LimboDelivery_RollChances,member-referenced,15,src/Ext/SWType/Body.cpp:161
Phobos,LimboDelivery.Types,LimboDelivery_Types,member-referenced,15,src/Ext/SWType/Body.cpp:159
Phobos,LimboKill.Affected,LimboKill_AffectsHouse,member-referenced,15,src/Ext/SWType/Body.cpp:166
Phobos,LimboKill.AffectsHouse,LimboKill_AffectsHouse,member-referenced,15,src/Ext/SWType/Body.cpp:167
Phobos,LimboKill.Counts,LimboKill_Counts,member-referenced,15,src/Ext/SWType/Body.cpp:169
Phobos,LimboKill.IDs,LimboKill_IDs,member-referenced,15,src/Ext/SWType/Body.cpp:168
Phobos,LowDeployPriority,LowDeployPriority,member-referenced-broad,53,src/Ext/TechnoType/Body.cpp:735
Phobos,LowSelectionPriority,LowSelectionPriority,member-referenced,6,src/Ext/TechnoType/Body.cpp:734
Phobos,LS640BkgdName,,same-subsystem,37,src/Ext/Scenario/Hooks.cpp:29
Phobos,LS640BriefLocX,LS640BriefLocX,member-referenced,37,src/Ext/Scenario/Hooks.cpp:24
Phobos,LS640BriefLocY,LS640BriefLocY,member-referenced,37,src/Ext/Scenario/Hooks.cpp:25
Phobos,LS800BkgdName,,same-subsystem,37,src/Ext/Scenario/Hooks.cpp:30
Phobos,LS800BkgdPal,,same-subsystem,37,src/Ext/Scenario/Hooks.cpp:31
Phobos,LS800BriefLocX,LS800BriefLocX,member-referenced,37,src/Ext/Scenario/Hooks.cpp:26
Phobos,LS800BriefLocY,LS800BriefLocY,member-referenced,37,src/Ext/Scenario/Hooks.cpp:27
Phobos,MakeInfantryOwner,MakeInfantryOwner,member-referenced,31,src/Ext/AnimType/Body.cpp:98
Phobos,MakesWake,MakesWake,member-referenced-broad,53,src/Ext/TechnoType/Body.cpp:1074
Phobos,Malicious,Malicious,member-referenced-broad,53,src/Ext/WarheadType/Body.cpp:476
Phobos,MaxGuardRange,MaxGuardRange,member-referenced-broad,101,src/Ext/TechnoType/Body.cpp:963
Phobos,MergeBuildingDamage,MergeBuildingDamage,member-referenced-broad,45,src/Ext/Rules/Body.cpp:372 ; src/Ext/WarheadType/Body.cpp:339
Phobos,Message.Activated.Allies,Message_Activated_Allies,member-referenced,15,src/Ext/SWType/Body.cpp:246
Phobos,Message.Activated.Enemies,Message_Activated_Enemies,member-referenced,15,src/Ext/SWType/Body.cpp:247
Phobos,Message.Activated.Owner,Message_Activated_Owner,member-referenced,15,src/Ext/SWType/Body.cpp:245
Phobos,Message.CannotFire,Message_CannotFire,member-referenced,15,src/Ext/SWType/Body.cpp:150
Phobos,Message.Color,Message_ColorScheme,member-referenced,15,src/Ext/SWType/Body.cpp:155
Phobos,Message.FirerColor,Message_FirerColor,member-referenced,15,src/Ext/SWType/Body.cpp:154
Phobos,Message.InsufficientFunds,Message_InsufficientFunds,member-referenced,15,src/Ext/SWType/Body.cpp:151
Phobos,Message.LinkedSWAcquired,Message_LinkedSWAcquired,member-referenced,15,src/Ext/SWType/Body.cpp:241
Phobos,MessageTextColor,MessageTextColor,member-referenced,7,src/Ext/Side/Body.cpp:52
Phobos,MindControl.Anim,MindControl_Anim,member-referenced,15,src/Ext/WarheadType/Body.cpp:243
Phobos,MindControl.IgnoreSize,MindControl_IgnoreSize,member-referenced,8,src/Ext/TechnoType/Body.cpp:753
Phobos,MindControl.Permanent.ReplaceSilent,MindControl_Permanent_ReplaceSilent,member-referenced,8,src/Ext/Rules/Body.cpp:434
Phobos,MindControl.ThreatDelay,MindControl_ThreatDelay,member-referenced,22,src/Ext/Rules/Body.cpp:299 ; src/Ext/WarheadType/Body.cpp:244
Phobos,MindControlLink.VisibleToHouse,MindControlLink_VisibleToHouse,member-referenced,8,src/Ext/TechnoType/Body.cpp:755
Phobos,MindControlRangeLimit,MindControlRangeLimit,member-referenced-broad,389,src/Ext/TechnoType/Body.cpp:752
Phobos,MindControlSize,MindControlSize,member-referenced-broad,389,src/Ext/TechnoType/Body.cpp:754
Phobos,MinimapColor,MinimapColor,member-referenced,15,src/Ext/TerrainType/Body.cpp:75 ; src/Ext/Tiberium/Body.cpp:22
Phobos,Missile.Cruise,Missile_Cruise,member-referenced-broad,101,src/Ext/TechnoType/Body.cpp:1220
Phobos,Missile.TakeOffAnim,Missile_TakeOffAnim,member-referenced-broad,101,src/Ext/TechnoType/Body.cpp:1227
Phobos,Missile.TakeOffSeparation,Missile_TakeOffSeparation,member-referenced-broad,101,src/Ext/TechnoType/Body.cpp:1221
Phobos,MissingCameo,MissingCameo,member-referenced-broad,44,src/Ext/Rules/Body.cpp:109
Phobos,Money.Amount,Money_Amount,member-referenced,12,src/Ext/SWType/Body.cpp:121
Phobos,MultiMindControl.ReleaseVictim,MultiMindControl_ReleaseVictim,member-referenced-broad,389,src/Ext/TechnoType/Body.cpp:770
Phobos,MultiWeapon,MultiWeapon,member-referenced-broad,149,src/Ext/TechnoType/Hooks.MultiWeapon.cpp:15
Phobos,MultiWeapon.IsSecondary,isSecondary,member-referenced,16,src/Ext/TechnoType/Hooks.MultiWeapon.cpp:46
Phobos,MultiWeapon.SelectCount,MultiWeapon_SelectCount,member-referenced-broad,108,src/Ext/TechnoType/Hooks.MultiWeapon.cpp:39
Phobos,NoAmmoAmount,NoAmmoAmount,member-referenced-broad,389,src/Ext/TechnoType/Body.cpp:1238
Phobos,NoAmmoWeapon,NoAmmoWeapon,member-referenced-broad,389,src/Ext/TechnoType/Body.cpp:1237
Phobos,NoBuildAreaOnBuildup,NoBuildAreaOnBuildup,member-referenced,21,src/Ext/BuildingType/Body.cpp:212
Phobos,NoManualMove,NoManualMove,member-referenced-broad,101,src/Ext/TechnoType/Body.cpp:771
Phobos,Nonprovocative,Nonprovocative,member-referenced-broad,53,src/Ext/WarheadType/Body.cpp:337
Phobos,NoQueueUpToEnter,NoQueueUpToEnter,member-referenced-broad,49,src/Ext/Rules/Body.cpp:165 ; src/Ext/TechnoType/Body.cpp:1057
Phobos,NoQueueUpToEnter.Buildings,NoQueueUpToEnter_Buildings,member-referenced-broad,48,src/Ext/Rules/Body.cpp:167
Phobos,NoQueueUpToUnload,NoQueueUpToUnload,member-referenced-broad,49,src/Ext/Rules/Body.cpp:166 ; src/Ext/TechnoType/Body.cpp:1058
Phobos,NoQueueUpToUnload.Buildings,NoQueueUpToUnload_Buildings,member-referenced-broad,48,src/Ext/Rules/Body.cpp:168
Phobos,NoRearm.Temporal,NoRearm_Temporal,member-referenced,8,src/Ext/Rules/Body.cpp:303 ; src/Ext/TechnoType/Body.cpp:1066
Phobos,NoRearm.UnderEMP,NoRearm_UnderEMP,member-referenced,8,src/Ext/Rules/Body.cpp:302 ; src/Ext/TechnoType/Body.cpp:1065
Phobos,NoReload.Temporal,NoReload_Temporal,member-referenced,8,src/Ext/Rules/Body.cpp:305 ; src/Ext/TechnoType/Body.cpp:1068
Phobos,NoReload.UnderEMP,NoReload_UnderEMP,member-referenced,8,src/Ext/Rules/Body.cpp:304 ; src/Ext/TechnoType/Body.cpp:1067
Phobos,NoSecondaryWeaponFallback,NoSecondaryWeaponFallback,member-referenced-broad,42,src/Ext/TechnoType/Body.cpp:886
Phobos,NoSecondaryWeaponFallback.AllowAA,NoSecondaryWeaponFallback_AllowAA,member-referenced-broad,42,src/Ext/TechnoType/Body.cpp:887
Phobos,NotHuman.DeathSequence,NotHuman_DeathSequence,member-referenced,16,src/Ext/WarheadType/Body.cpp:289
Phobos,NotHuman.RandomDeathSequence,NotHuman_RandomDeathSequence,member-referenced,16,src/Ext/TechnoType/Body.cpp:852
Phobos,NoTurret.TrackTarget,NoTurret_TrackTarget,member-referenced-broad,78,src/Ext/Rules/Body.cpp:306 ; src/Ext/TechnoType/Body.cpp:1069
Phobos,NoWobbles,JumpjetNoWobbles,member-referenced,26,src/Ext/Rules/Body.cpp:1000
Phobos,OccupyDamageMultiplier,BuildingOccupyDamageMult,member-referenced,21,src/Ext/BuildingType/Body.cpp:225
Phobos,OccupyROFMultiplier,BuildingOccupyROFMult,member-referenced,21,src/Ext/BuildingType/Body.cpp:226
Phobos,Offset,Offset,member-referenced,17,src/New/Type/DigitalDisplayTypeClass.cpp:22 ; src/New/Type/SelectBoxTypeClass.cpp:21
Phobos,Offset.ShieldDelta,Offset_ShieldDelta,no-candidate,0,src/New/Type/DigitalDisplayTypeClass.cpp:23
Phobos,OmniFire.TurnToTarget,OmniFire_TurnToTarget,member-referenced,19,src/Ext/WeaponType/Body.cpp:128
Phobos,OpenTopped.AllowFiringIfAttackedByLocomotor,OpenTopped_AllowFiringIfAttackedByLocomotor,member-referenced-broad,49,src/Ext/Rules/Body.cpp:367 ; src/Ext/TechnoType/Body.cpp:863
Phobos,OpenTopped.AllowFiringIfDeactivated,OpenTopped_AllowFiringIfDeactivated,member-referenced-broad,42,src/Ext/TechnoType/Body.cpp:862
Phobos,OpenTopped.CheckTransportDisableWeapons,OpenTopped_CheckTransportDisableWeapons,member-referenced-broad,42,src/Ext/TechnoType/Body.cpp:866
Phobos,OpenTopped.DamageMultiplier,OpenTopped_DamageMultiplier,member-referenced-broad,42,src/Ext/TechnoType/Body.cpp:859
Phobos,OpenTopped.DecloakToFire,OpenTopped_DecloakToFire,member-referenced,16,src/Ext/Rules/Body.cpp:365 ; src/Ext/TechnoType/Body.cpp:867
Phobos,OpenTopped.FireWhileMoving,OpenTopped_FireWhileMoving,member-referenced-broad,90,src/Ext/Rules/Body.cpp:366 ; src/Ext/TechnoType/Body.cpp:868
Phobos,OpenTopped.IgnoreRangefinding,OpenTopped_IgnoreRangefinding,member-referenced,12,src/Ext/TechnoType/Body.cpp:861
Phobos,OpenTopped.RangeBonus,OpenTopped_RangeBonus,member-referenced-broad,42,src/Ext/TechnoType/Body.cpp:858
Phobos,OpenTopped.ShareTransportTarget,OpenTopped_ShareTransportTarget,member-referenced-broad,42,src/Ext/TechnoType/Body.cpp:864
Phobos,OpenTopped.UseTransportRangeModifiers,OpenTopped_UseTransportRangeModifiers,member-referenced-broad,390,src/Ext/TechnoType/Body.cpp:865
Phobos,OpenTopped.WarpDistance,OpenTopped_WarpDistance,member-referenced-broad,42,src/Ext/TechnoType/Body.cpp:860
Phobos,OpenTransport.DamageMultiplier,OpenTransport_DamageMultiplier,member-referenced-broad,42,src/Ext/TechnoType/Body.cpp:870
Phobos,OpenTransport.FireWhileMoving,OpenTransport_FireWhileMoving,member-referenced-broad,90,src/Ext/Rules/Body.cpp:368 ; src/Ext/TechnoType/Body.cpp:871
Phobos,OpenTransport.RangeBonus,OpenTransport_RangeBonus,member-referenced-broad,42,src/Ext/TechnoType/Body.cpp:869
Phobos,OreGathering.Anims,OreGathering_Anims,member-referenced,7,src/Ext/TechnoType/Body.cpp:847
Phobos,OreGathering.FramesPerDir,OreGathering_FramesPerDir,member-referenced,7,src/Ext/TechnoType/Body.cpp:849
Phobos,OreGathering.Tiberiums,OreGathering_Tiberiums,member-referenced,7,src/Ext/TechnoType/Body.cpp:848
Phobos,Overload.Count,Overload_Count,member-referenced,8,src/Ext/TechnoType/Body.cpp:1131
Phobos,Overload.Damage,Overload_Damage,member-referenced,8,src/Ext/TechnoType/Body.cpp:1132
Phobos,Overload.DeathSound,Overload_DeathSound,member-referenced,8,src/Ext/TechnoType/Body.cpp:1134
Phobos,Overload.Frames,Overload_Frames,member-referenced,8,src/Ext/TechnoType/Body.cpp:1133
Phobos,Overload.ParticleSys,Overload_ParticleSys,member-referenced,8,src/Ext/TechnoType/Body.cpp:1135
Phobos,Overload.ParticleSysCount,Overload_ParticleSysCount,member-referenced,8,src/Ext/TechnoType/Body.cpp:1136
Phobos,Overpower.ChargeWeapon,Overpower_ChargeWeapon,member-referenced-broad,63,src/Ext/BuildingType/Body.cpp:221
Phobos,Overpower.KeepOnline,Overpower_KeepOnline,member-referenced-broad,63,src/Ext/BuildingType/Body.cpp:220
Phobos,Parachuted,Parachuted,member-referenced,25,src/Ext/BulletType/Body.cpp:79
Phobos,Parachuted.FallRate,Parachuted_FallRate,member-referenced,25,src/Ext/BulletType/Body.cpp:80
Phobos,Parachuted.MaxFallRate,Parachuted_MaxFallRate,member-referenced,25,src/Ext/BulletType/Body.cpp:81
Phobos,ParadropDelay,ParadropDelay,member-referenced-broad,76,src/Ext/Rules/Body.cpp:391 ; src/Ext/TechnoType/Body.cpp:1188
Phobos,ParadropEndDelay,ParadropEndDelay,member-referenced-broad,76,src/Ext/Rules/Body.cpp:392 ; src/Ext/TechnoType/Body.cpp:1189
Phobos,ParadropMission,ParadropMission,member-referenced-broad,108,src/Ext/Rules/Body.cpp:389 ; src/Ext/TechnoType/Body.cpp:1186
Phobos,Parasite.AllowWaterExit,Parasite_AllowWaterExit,member-referenced-broad,108,src/Ext/Rules/Body.cpp:340 ; src/Ext/TechnoType/Body.cpp:1214
Phobos,Parasite.CullingTarget,Parasite_CullingTarget,member-referenced-broad,101,src/Ext/WarheadType/Body.cpp:324
Phobos,Parasite.DisableParticleSystem,Parasite_DisableParticleSystem,member-referenced-broad,101,src/Ext/WarheadType/Body.cpp:323
Phobos,Parasite.GrappleAnim,Parasite_GrappleAnim,member-referenced-broad,108,src/Ext/Rules/Body.cpp:339 ; src/Ext/WarheadType/Body.cpp:325
Phobos,Parasite.ParticleSystem,Parasite_ParticleSystem,member-referenced-broad,101,src/Ext/WarheadType/Body.cpp:322
Phobos,Particle.AlphaImageIsLightFlash,Particle_AlphaImageIsLightFlash,member-referenced,5,src/Ext/WarheadType/Body.cpp:345
Phobos,PassengerDeletion.AllowedHouses,AllowedHouses,same-subsystem,3,src/New/Type/Affiliated/PassengerDeletionTypeClass.cpp:43
Phobos,PassengerDeletion.Anim,Anim,member-referenced-broad,693,src/New/Type/Affiliated/PassengerDeletionTypeClass.cpp:52
Phobos,PassengerDeletion.CostMultiplier,CostMultiplier,same-subsystem,3,src/New/Type/Affiliated/PassengerDeletionTypeClass.cpp:41
Phobos,PassengerDeletion.CostRateCap,CostRateCap,same-subsystem,3,src/New/Type/Affiliated/PassengerDeletionTypeClass.cpp:42
Phobos,PassengerDeletion.DisplaySoylent,DisplaySoylent,same-subsystem,3,src/New/Type/Affiliated/PassengerDeletionTypeClass.cpp:48
Phobos,PassengerDeletion.DisplaySoylentOffset,DisplaySoylentOffset,same-subsystem,3,src/New/Type/Affiliated/PassengerDeletionTypeClass.cpp:50
Phobos,PassengerDeletion.DisplaySoylentToHouses,DisplaySoylentToHouses,same-subsystem,3,src/New/Type/Affiliated/PassengerDeletionTypeClass.cpp:49
Phobos,PassengerDeletion.DontScore,DontScore,member-referenced,40,src/New/Type/Affiliated/PassengerDeletionTypeClass.cpp:44
Phobos,PassengerDeletion.Rate,Rate;rate,member-referenced-broad,310,src/New/Type/Affiliated/PassengerDeletionTypeClass.cpp:6 ; src/New/Type/Affiliated/PassengerDeletionTypeClass.cpp:38
Phobos,PassengerDeletion.Rate.SizeMultiply,Rate_SizeMultiply,same-subsystem,3,src/New/Type/Affiliated/PassengerDeletionTypeClass.cpp:39
Phobos,PassengerDeletion.ReportSound,ReportSound,same-subsystem,3,src/New/Type/Affiliated/PassengerDeletionTypeClass.cpp:51
Phobos,PassengerDeletion.Soylent,Soylent,same-subsystem,3,src/New/Type/Affiliated/PassengerDeletionTypeClass.cpp:45
Phobos,PassengerDeletion.SoylentAllowedHouses,SoylentAllowedHouses,same-subsystem,3,src/New/Type/Affiliated/PassengerDeletionTypeClass.cpp:47
Phobos,PassengerDeletion.SoylentMultiplier,SoylentMultiplier,same-subsystem,3,src/New/Type/Affiliated/PassengerDeletionTypeClass.cpp:46
Phobos,PassengerDeletion.UnderEMP,UnderEMP,member-referenced,8,src/New/Type/Affiliated/PassengerDeletionTypeClass.cpp:53
Phobos,PassengerDeletion.UseCostAsRate,UseCostAsRate;useCost,same-subsystem,3,src/New/Type/Affiliated/PassengerDeletionTypeClass.cpp:8 ; src/New/Type/Affiliated/PassengerDeletionTypeClass.cpp:40
Phobos,Passengers.BySize,Passengers_BySize,member-referenced-broad,42,src/Ext/TechnoType/Body.cpp:1241
Phobos,Passengers.SyncOwner,Passengers_SyncOwner,member-referenced-broad,42,src/Ext/TechnoType/Body.cpp:945
Phobos,Passengers.SyncOwner.RevertOnExit,Passengers_SyncOwner_RevertOnExit,member-referenced-broad,42,src/Ext/TechnoType/Body.cpp:946
Phobos,PassPercent,PassPercent,member-referenced,1,src/New/Type/ShieldTypeClass.cpp:73
Phobos,PCX,PCX,member-referenced,4,src/New/Type/BannerTypeClass.cpp:18
Phobos,PenetratesForceShield,PenetratesForceShield,member-referenced,38,src/Ext/WarheadType/Body.cpp:187 ; src/New/Type/AttachEffectTypeClass.cpp:107
Phobos,PenetratesIronCurtain,PenetratesIronCurtain,member-referenced,38,src/Ext/WarheadType/Body.cpp:186 ; src/New/Type/AttachEffectTypeClass.cpp:106
Phobos,PenetratesTransport.CleanSound,PenetratesTransport_CleanSound,member-referenced,38,src/Ext/WarheadType/Body.cpp:438
Phobos,PenetratesTransport.DamageAll,PenetratesTransport_DamageAll,member-referenced,38,src/Ext/WarheadType/Body.cpp:437
Phobos,PenetratesTransport.DamageMultiplier,PenetratesTransport_DamageMultiplier,member-referenced-broad,427,src/Ext/TechnoType/Body.cpp:1194 ; src/Ext/WarheadType/Body.cpp:436
Phobos,PenetratesTransport.FatalRate,PenetratesTransport_FatalRate,member-referenced,38,src/Ext/WarheadType/Body.cpp:435
Phobos,PenetratesTransport.FatalRateMultiplier,PenetratesTransport_FatalRateMultiplier,member-referenced-broad,389,src/Ext/TechnoType/Body.cpp:1193
Phobos,PenetratesTransport.Level,PenetratesTransport_Level,member-referenced,9,src/Ext/Rules/Body.cpp:396 ; src/Ext/TechnoType/Body.cpp:1191 ; src/Ext/WarheadType/Body.cpp:433
Phobos,PenetratesTransport.PassThrough,PenetratesTransport_PassThrough,member-referenced,38,src/Ext/WarheadType/Body.cpp:434
Phobos,PenetratesTransport.PassThroughMultiplier,PenetratesTransport_PassThroughMultiplier,member-referenced-broad,389,src/Ext/TechnoType/Body.cpp:1192
Phobos,Percentage,Percentage,member-referenced-broad,41,src/New/Type/DigitalDisplayTypeClass.cpp:31
Phobos,Pips,Pips,member-referenced,7,src/New/Type/ShieldTypeClass.cpp:77
Phobos,Pips.Ammo.Buildings.Size,Pips_Ammo_Buildings_Size,member-referenced,22,src/Ext/Rules/Body.cpp:135
Phobos,Pips.Ammo.Size,Pips_Ammo_Size,member-referenced,22,src/Ext/Rules/Body.cpp:134
Phobos,Pips.Background,Pips_Background,no-candidate,0,src/New/Type/ShieldTypeClass.cpp:78
Phobos,Pips.Building,Pips_Building,no-candidate,0,src/New/Type/ShieldTypeClass.cpp:79
Phobos,Pips.Building.Empty,Pips_Building_Empty,no-candidate,0,src/New/Type/ShieldTypeClass.cpp:80
Phobos,Pips.Generic.Buildings.Size,Pips_Generic_Buildings_Size,member-referenced,22,src/Ext/Rules/Body.cpp:133
Phobos,Pips.Generic.Size,Pips_Generic_Size,member-referenced,22,src/Ext/Rules/Body.cpp:132
Phobos,Pips.HideIfNoStrength,Pips_HideIfNoStrength,no-candidate,0,src/New/Type/ShieldTypeClass.cpp:81
Phobos,Pips.SelfHeal.Buildings,Pips_SelfHeal_Buildings,member-referenced,7,src/Ext/Rules/Body.cpp:128
Phobos,Pips.SelfHeal.Buildings.Offset,Pips_SelfHeal_Buildings_Offset,member-referenced,7,src/Ext/Rules/Body.cpp:131
Phobos,Pips.SelfHeal.Infantry,Pips_SelfHeal_Infantry,member-referenced,7,src/Ext/Rules/Body.cpp:126
Phobos,Pips.SelfHeal.Infantry.Offset,Pips_SelfHeal_Infantry_Offset,member-referenced,7,src/Ext/Rules/Body.cpp:129
Phobos,Pips.SelfHeal.Units,Pips_SelfHeal_Units,member-referenced,7,src/Ext/Rules/Body.cpp:127
Phobos,Pips.SelfHeal.Units.Offset,Pips_SelfHeal_Units_Offset,member-referenced,7,src/Ext/Rules/Body.cpp:130
Phobos,Pips.Shield,Pips_Shield,member-referenced,7,src/Ext/Rules/Body.cpp:122
Phobos,Pips.Shield.Background,Pips_Shield_Background,member-referenced,7,src/Ext/Rules/Body.cpp:123
Phobos,Pips.Shield.Building,Pips_Shield_Building,member-referenced,7,src/Ext/Rules/Body.cpp:124
Phobos,Pips.Shield.Building.Empty,Pips_Shield_Building_Empty,member-referenced,7,src/Ext/Rules/Body.cpp:125
Phobos,Pips.Tiberiums.DisplayOrder,Pips_Tiberiums_DisplayOrder,member-referenced,22,src/Ext/Rules/Body.cpp:138
Phobos,Pips.Tiberiums.EmptyFrame,Pips_Tiberiums_EmptyFrame,member-referenced,22,src/Ext/Rules/Body.cpp:137
Phobos,Pips.Tiberiums.Frames,Pips_Tiberiums_Frames,member-referenced,22,src/Ext/Rules/Body.cpp:136
Phobos,Pips.Tiberiums.WeedEmptyFrame,Pips_Tiberiums_WeedEmptyFrame,member-referenced,22,src/Ext/Rules/Body.cpp:140
Phobos,Pips.Tiberiums.WeedFrame,Pips_Tiberiums_WeedFrame,member-referenced,22,src/Ext/Rules/Body.cpp:139
Phobos,PlacementGrid.Translucency,PlacementGrid_Translucency,member-referenced,28,src/Ext/Rules/Body.cpp:111
Phobos,PlacementGrid.TranslucencyWithPreview,PlacementGrid_TranslucencyWithPreview,member-referenced,28,src/Ext/Rules/Body.cpp:112
Phobos,PlacementPreview,PlacementPreview,member-referenced,28,src/Ext/Rules/Body.cpp:113 ; src/Ext/BuildingType/Body.cpp:308
Phobos,PlacementPreview.Offset,PlacementPreview_Offset,member-referenced,21,src/Ext/BuildingType/Body.cpp:311
Phobos,PlacementPreview.Remap,PlacementPreview_Remap,member-referenced,21,src/Ext/BuildingType/Body.cpp:312
Phobos,PlacementPreview.Shape,PlacementPreview_Shape,member-referenced,21,src/Ext/BuildingType/Body.cpp:309
Phobos,PlacementPreview.ShapeFrame,PlacementPreview_ShapeFrame,member-referenced,21,src/Ext/BuildingType/Body.cpp:310
Phobos,PlacementPreview.Translucency,PlacementPreview_Translucency,member-referenced,28,src/Ext/Rules/Body.cpp:114 ; src/Ext/BuildingType/Body.cpp:314
Phobos,PlayAnimAboveSurface,PlayAnimAboveSurface,member-referenced,15,src/Ext/WarheadType/Body.cpp:427
Phobos,PlayAnimUnderground,PlayAnimUnderground,member-referenced,15,src/Ext/WarheadType/Body.cpp:426
Phobos,PlayerAttackMoveTargetingDelay,PlayerAttackMoveTargetingDelay,member-referenced,12,src/Ext/Rules/Body.cpp:347 ; src/Ext/TechnoType/Body.cpp:1081
Phobos,PlayerGuardAreaTargetingDelay,PlayerGuardAreaTargetingDelay,member-referenced,12,src/Ext/Rules/Body.cpp:345 ; src/Ext/TechnoType/Body.cpp:1079
Phobos,PlayerNormalTargetingDelay,PlayerNormalTargetingDelay,member-referenced,12,src/Ext/Rules/Body.cpp:343 ; src/Ext/TechnoType/Body.cpp:1077
Phobos,Power,Power,member-referenced-broad,52,src/Ext/TechnoType/Body.cpp:1096
Phobos,Powered,Powered,member-referenced-broad,209,src/New/Type/AttachEffectTypeClass.cpp:101 ; src/New/Type/ShieldTypeClass.cpp:27
Phobos,Powered.KillSpawns,Powered_KillSpawns,same-subsystem-broad,130,src/Ext/BuildingType/Body.cpp:173
Phobos,PowerPlant.DamageFactor,PowerPlant_DamageFactor,member-referenced,21,src/Ext/BuildingType/Body.cpp:167
Phobos,PowerPlantEnhancer.Amount,PowerPlantEnhancer_Amount,member-referenced-broad,63,src/Ext/BuildingType/Body.cpp:170
Phobos,PowerPlantEnhancer.Factor,PowerPlantEnhancer_Factor,member-referenced-broad,63,src/Ext/BuildingType/Body.cpp:171
Phobos,PowerPlantEnhancer.MaxCount,PowerPlantEnhancer_MaxCount,same-subsystem-broad,130,src/Ext/BuildingType/Body.cpp:172
Phobos,PowerPlantEnhancer.PowerPlants,PowerPlantEnhancer_Buildings,member-referenced-broad,96,src/Ext/BuildingType/Body.cpp:168
Phobos,PowerPlantEnhancer.Range,PowerPlantEnhancer_Range,member-referenced-broad,96,src/Ext/BuildingType/Body.cpp:169
Phobos,PowersUp.Buildings,PowersUp_Buildings,member-referenced,9,src/Ext/BuildingType/Body.cpp:166
Phobos,PowersUp.Owner,PowersUp_Owner,member-referenced,8,src/Ext/BuildingType/Body.cpp:165
Phobos,PowerSurplus.ScaleToDrainAmount,PowerSurplus_ScaleToDrainAmount,member-referenced,8,src/Ext/Rules/Body.cpp:180
Phobos,ProjectileRange,ProjectileRange,member-referenced,5,src/Ext/WeaponType/Body.cpp:83
Phobos,Promote.EliteAnimation,Promote_EliteAnimation,member-referenced,8,src/Ext/Rules/Body.cpp:236 ; src/Ext/TechnoType/Body.cpp:1127
Phobos,Promote.IncludeSpawns,Promote_IncludeSpawns,member-referenced-broad,53,src/Ext/TechnoType/Body.cpp:768
