String,Kind,Domains,ReadSites,StringVA
UndeployDelay,tag,ra2|rules,0x714ba8,0x8438f4
UndeploySound,tag,ra2|rules|tsfs,0x71359e,0x8440a0
UndeploysInto,tag,ra2|rules|ts|tsfs,0x7132b2,0x844170
UnderDoorAnim,tag,art|ra2|ts|tsfs,0x45f55a,0x819460
UnderParMessage,tag,map,0x68a7c8 0x68b5a9,0x83df5c
UnderParTitle,tag,map,0x68a7a9 0x68b593,0x83df84
UnderRoofDoorAnim,tag,art|ra2,0x45f706,0x819444
Underwater,tag,ra2|rules,0x714d74,0x843848
Unholy,unclassified,,0x5d7dcc,0x830be4
UnitAbsorb,tag,rules,0x46098f,0x81aabc
UnitActionLines,unclassified,,0x5fa80e 0x5fae08,0x8331c8
UnitCount,tag,ra2|rules,0x671f6d 0x697f9a 0x698ff2,0x83d06c
UnitCrateType,tag,ra2|rules|ts,0x66bae4,0x83ac40
UnitEnterSound,unclassified,,0x46084c,0x81ab1c
UnitExitSound,unclassified,,0x460816,0x81ab2c
UnitReload,tag,ra2|rules|ts,0x460923,0x81aae4
UnitRepair,tag,ra2|rules|ts,0x46090d,0x81aaf0
UnitsCostBonus,tag,rules,0x4606b0,0x81abb0
UnitsGainSelfHeal,tag,rules,0x4601bc,0x81ad04
UnloadingClass,tag,ra2|rules,0x7146e8,0x843af8
Unnatural,tag,rules,0x714960,0x8439d0
Unsellable,tag,ra2|rules|tsfs,0x46009e,0x81addc
UpdateDate,unclassified,,0x778934 0x778e02 0x77a418,0x849f64
UpdateTime,unclassified,,0x7788ea 0x778daf 0x77a3c7,0x849f70
UpgradeEliteSound,tag,ra2|rules,0x669d3e,0x83a88c
UpgradeVeteranSound,tag,ra2|rules,0x669cfd,0x83a8a0
Upgrades,tag,ra2|rules|ts,0x46472e,0x81954c
UrbanPresence,unclassified,,0x59797a 0x597c82,0x82bb68
UseBuffer,tag,art,0x715776,0x843408
UseChargeDrain,tag,ts,0x6ced35,0x842654
UseFireParticles,tag,ra2|rules|ts,0x7726c3,0x8493ac
UseLineTrail,tag,art|ra2,0x5f9581,0x832b1c
UseMinDefenseRule,tag,ra2|rules|ts,0x66ff60,0x83c4e0
UseNormalLight,tag,art|ra2|ts|tsfs,0x4286f5,0x818380
UseOwnName,tag,rules,0x52463d,0x825908
UseSparkParticles,tag,ra2|rules|ts,0x7726e1,0x849398
UseTransportOrigin,tag,ai|map|ra2,0x6f1223 0x6f168f,0x84306c
UseTurretShadow,tag,ts,0x7477c8,0x845da0
V3EliteWarhead,tag,ra2|rules,0x66c419,0x83b198
V3RocketAcceleration,tag,ra2|rules,0x6712e6,0x83baf8
V3RocketAltitude,tag,ra2|rules,0x671305,0x83bae4
V3RocketBodyLength,tag,ra2|rules,0x671364,0x83baac
V3RocketDamage,tag,ra2|rules,0x671325,0x83bad4
V3RocketEliteDamage,tag,ra2|rules,0x671345,0x83bac0
V3RocketLazyCurve,tag,ra2|rules,0x671384,0x83ba98
V3RocketPauseFrames,tag,ra2|rules,0x67120a,0x83bb78
V3RocketPitchFinal,tag,ra2|rules,0x671273,0x83bb38
V3RocketPitchInitial,tag,ra2|rules,0x671250,0x83bb4c
V3RocketRaiseRate,tag,rules,0x6712be,0x83bb10
V3RocketTiltFrames,tag,ra2|rules,0x67122a,0x83bb64
V3RocketTurnRate,tag,ra2|rules,0x671298,0x83bb24
V3RocketType,tag,ra2|rules,0x6713a4,0x83ba88
V3Warhead,tag,ra2|rules,0x66c39c,0x83b1b8
VERS,code,,0x6c775a,0x842068
VERSION.TXT,file,,0x74f771 0x74f7ff 0x74f8a2 0x74f973 0x74fa33 0x74faf1 0x74fb91 0x74fc89,0x84635c
VHPScan,tag,ra2|rules,0x712574,0x8443a8
VShift,tag,ra2|sound,0x750561,0x846560
Value,tag,map|ra2|rules|ts,0x721afb,0x8448ec
VariableNames,unclassified,,0x6876d2 0x6876e3 0x6876ff 0x68772c 0x68988c 0x68989d 0x6898ba 0x6898e7 0x689b49 0x689b5a 0x689b97 0x689bbb,0x83d824
Vegetation,unclassified,,0x597962 0x597c67,0x82bb78
VehicleThief,tag,ts,0x5245d9,0x82593c
VeinAttack,tag,ra2|ts,0x6692ff,0x83ab7c
VeinDamage,tag,ra2|rules|ts,0x671d12,0x83b4b4
VeinGrowthEnabled,tag,map,0x68a596 0x68b45b,0x83e034
VeinGrowthRate,unclassified,,0x66b4fd,0x83a2dc
Veinhole,tag,ra2|rules|ts,0x75da0f,0x847cb4
VeinholeGrowthRate,tag,ra2|rules|ts,0x671cd3,0x83b4d4
VeinholeMonsterStrength,unclassified,,0x671c93,0x83b4fc
VeinholeShrinkRate,tag,ra2|rules|ts,0x671cf2,0x83b4c0
VeinholeTypeClass,tag,ra2|rules|ts,0x671d32,0x83b4a0
Velocity,tag,ra2|rules|ts|tsfs,0x6450e3,0x8371fc
VelocityPerturbationCoefficient,tag,ra2|rules|ts,0x64454d,0x836f9c
Verses,tag,ra2|rules|ts|tsfs,0x75ddde,0x847c38
VersionIndependentProgID,unclassified,,0x6bb834,0x840b08
Vertical,tag,ra2|rules,0x46c351,0x81b00c
VeryHigh,tag,ra2|rules|ts|tsfs,0x46c039,0x81b0e8
VeteranAbilities,tag,ra2|rules,0x7154a3,0x8434e4
VeteranAircraft,unclassified,,0x511f68,0x825288
VeteranArmor,tag,ra2|rules|ts|tsfs,0x66ef3b,0x83c994
VeteranCap,tag,ra2|rules|ts|tsfs,0x66ef87,0x83c97c
VeteranCombat,tag,ra2|rules|ts|tsfs,0x66eec9,0x83c9c4
VeteranInfantry,unclassified,,0x511d25,0x8252a8
VeteranLevel,tag,ai|map|ra2|ts|tsfs,0x6f1123 0x6f15a1,0x8430ec
VeteranROF,tag,ra2|rules|ts|tsfs,0x66ef61,0x83c988
VeteranRatio,tag,ra2|rules|ts|tsfs,0x66eea3,0x83c9d4
VeteranSight,tag,ra2|rules|ts|tsfs,0x66ef15,0x83c9a4
VeteranSpeed,tag,ra2|rules|ts|tsfs,0x66eeef,0x83c9b4
VeteranUnits,unclassified,,0x511e32,0x825298
Video,unclassified,,0x5fa8b8 0x5fa8ce 0x5fa900 0x5fa947 0x5fa986 0x5fa99e 0x5fae52 0x5fae6c 0x5fae84 0x6bc0d2 0x6bc0ed 0x6bc10d 0x6bc12d,0x833160
VideoBackBuffer,unclassified,,0x6bc0cd,0x840e28
VirusTurretIndex,tag,rules,0x747e17,0x845a2c
VirusTurretWeapon,tag,rules,0x747e26,0x845a18
Visceroids,tag,map|ra2|rules|ts,0x6b8c8e 0x6b8d84,0x8401e0
VisibleLoad,unclassified,,0x71590d,0x84338c
VoiceAttack,tag,ra2|rules|ts|tsfs,0x712c74,0x84427c
VoiceCapture,tag,ra2|rules,0x7130e8,0x8441c0
VoiceComment,unclassified,,0x524193,0x825a2c
VoiceCrashing,tag,ra2|rules,0x713034,0x8441ec
VoiceDeploy,tag,rules,0x713784,0x84400c
VoiceDie,tag,ts|tsfs,0x712d48,0x84425c
VoiceEnter,tag,ra2|rules,0x7130a0,0x8441d0
VoiceFalling,unclassified,,0x712fec,0x8441fc
VoiceFeedback,tag,ra2|rules|ts|tsfs,0x712db2,0x84424c
VoiceHarvest,tag,rules,0x713652,0x844090
VoiceIFVRepair,tag,rules,0x669d80,0x83a87c
VoiceMove,tag,ra2|rules|ts|tsfs,0x712acc,0x8442c0
VoiceOver,tag,mapsel|ra2|ts,0x5cface,0x8304d4
VoiceOvers,unclassified,,0x76c4b1,0x848e0c
VoicePrimaryEliteWeaponAttack,unclassified,,0x7136d0,0x844054
VoicePrimaryWeaponAttack,unclassified,,0x71368e,0x844074
VoiceSecondaryEliteWeaponAttack,unclassified,,0x713742,0x844018
VoiceSecondaryWeaponAttack,tag,rules,0x713706,0x844038
VoiceSelect,tag,ra2|rules|ts|tsfs,0x712b36,0x8442b4
VoiceSelectDeactivated,tag,rules,0x712c0a,0x844288
VoiceSelectEnslaved,tag,rules,0x712ba0,0x8442a0
VoiceSinking,unclassified,,0x713064,0x8441dc
VoiceSpecialAttack,tag,ra2|rules,0x712cde,0x844268
VoiceUndeploy,unclassified,,0x7137ba,0x843ffc
VoiceVolume,unclassified,,0x5faa1e 0x5faebe,0x8330a8
Volume,tag,ra2|sound,0x7504fc 0x751134 0x752df3,0x846568
Voxel,tag,art|ra2|ts|tsfs,0x5f9623,0x832aec
VoxelAnims,unclassified,,0x67292a 0x67294b 0x672958,0x83d0e8
VoxelBarrelFile,tag,tsfs,0x464676,0x8195e8
VoxelBarrelOffsetToBarrelEnd,tag,tsfs,0x46470b,0x819558
VoxelBarrelOffsetToBuildingPivotPoint,tag,tsfs,0x4646dc,0x819578
VoxelBarrelOffsetToPitchPivotPoint,tag,tsfs,0x46468e,0x8195c4
VoxelBarrelOffsetToRotatePivotPoint,tag,tsfs,0x4646b9,0x8195a0
VoxelIndex,unclassified,,0x74b284,0x845eb0
WDT.MIX,file,,0x78820e 0x7afc54 0x7afcbc,0x84b63c
WDTChoiceMD.ini,file,,0x7afb03,0x84d864
WDTFSAsm.pcx,file,,0x7af9f6 0x7b04f9,0x84d844
WDTFSBSm.pcx,file,,0x7af990 0x7b049e,0x84d854
WDTFSSsm.pcx,file,,0x7afa3b 0x7b0542,0x84d834
WDTHist.INI,file,,0x764a2a 0x764da1,0x847fdc
WDTHist.ini,file,,0x76508f 0x7650bf 0x765172 0x765240 0x765270 0x76532d 0x76548f 0x7654bf 0x765532 0x76558e 0x7655bf,0x8481f0
WDTMAPMD.INI,file,,0x76c45b 0x78825f,0x848e18
WDTMapMD.ini,file,,0x769575 0x769b2f,0x848be4
WDTSideFail,unclassified,,0x7a177a,0x84d458
WDTT,code,,0x6c700c,0x84211c
WDTVOX.MIX,file,,0x7afcd2 0x7afd29,0x84d8a8
"WM_INITDIALOG
",unclassified,,0x4c8402,0x821cb0
WOLLimitResolution,unclassified,,0x698263 0x6990dd,0x83f170
WOLScrollText,unclassified,,0x6983ae 0x6994a6,0x83f120
WOLTaunts,unclassified,,0x69836d 0x699470,0x83f13c
WOnline,unclassified,,0x77ded7 0x77def7 0x77df12 0x77df2d 0x77df48 0x77df63 0x77df7e 0x77df99 0x77dfb4 0x77dff3 0x77e00b 0x77e02d 0x77e049 0x77e061 0x77e083 0x77e09f 0x77e0b5 0x77e0d5,0x84a52c
WURL,code,,0x76ad8f 0x76af1a,0x848ce0
WW.TiberianSun,unclassified,,0x6bb53c 0x6bb5a0 0x6bb629 0x6bb6d8 0x6bb7da,0x840b34
WW.TiberianSun.1,unclassified,,0x6bb443 0x6bb4b6 0x6bb5fb 0x6bb60c 0x6bb6c5 0x6bb7f2,0x840b5c
WWS,code,,0x551676,0x829774
Wake,tag,ra2|rules|ts,0x66d867,0x83cf08
WalkFrames,tag,art|ra2|ts|tsfs,0x7477e0,0x845d94
WalkRate,tag,ra2|rules|ts|tsfs,0x712229,0x8444e0
Wall,tag,map|ra2|rules|ts|tsfs,0x46049f 0x5fe7d4 0x75d4fb,0x81ac58
WallAbsoluteDestroyer,tag,ra2|rules,0x75d515,0x847e1c
WallBuildSpeedCoefficient,tag,ra2|rules|ts,0x671877,0x83b80c
WallOwner,unclassified,,0x511a9c,0x825438
WallPenetratorThreshold,tag,ra2|rules,0x66d242,0x83b384
WallTower,tag,ra2|rules|ts,0x66f565,0x83c7dc
WantsExtraSpace,unclassified,,0x46006a,0x81adec
WarLimit,tag,ra2|rules|ts,0x673b90,0x83d26c
WarRatio,tag,ra2|rules|ts,0x673b70,0x83d278
Warhead,tag,art|map|ra2|rules|ts|tsfs,0x42867a 0x645043 0x74b421 0x772957,0x8183b4
Warheads,unclassified,,0x668d86 0x668da7 0x668db4 0x67299a 0x6729bb 0x6729c8,0x83a0d0
WarpAway,tag,ra2|rules,0x66e205,0x83cdb8
WarpIn,tag,ra2|rules,0x66e188,0x83cdcc
WarpOut,tag,ra2|rules,0x66e1c6,0x83cdc4
Warpable,unclassified,,0x714f65,0x843778
Water,unclassified,,0x4acf5b,0x81bae8
WaterAmount,unclassified,,0x59791a 0x597c19,0x82bb94
WaterBound,tag,ra2|rules|ts,0x45ff94 0x71df1c,0x81ae4c
WaterBridge,tag,ra2|theater,0x545a09,0x829364
WaterCaves,tag,ra2|theater|ts,0x545982,0x8293a4
WaterCliffs,tag,ra2|theater|ts,0x54599d,0x829398
WaterCrate,tag,ra2|rules,0x66bb74,0x83ac0c
WaterCrateImg,tag,ra2|rules,0x66b9de,0x83ac98
WaterSet,tag,ra2|theater|ts,0x54574a,0x8294e0
WaterfallEast,tag,ra2|theater|ts,0x545822,0x829468
WaterfallNorth,tag,ra2|theater|ts,0x545858,0x829448
WaterfallSouth,tag,ra2|theater|ts,0x545873,0x829438
WaterfallWest,tag,ra2|theater|ts,0x54583d,0x829458
Waypoint,tag,map,0x6f1426 0x6f17f5,0x817244
WaypointAnimationSpeed,tag,ra2|rules|ts,0x6692d4,0x83ab88
Waypoints,unclassified,,0x5c13f5 0x5e6653 0x68bdee,0x82db0c
WeaponCount,tag,ra2|rules,0x71286b,0x84433c
WeaponNullifyAnim,tag,ra2|rules,0x66e2c1,0x83cd74
WeaponStages,tag,rules,0x714037,0x843e3c
WeaponType,tag,ra2|rules|ts,0x6cea65,0x81725c
WeaponsFactory,tag,ra2|rules|ts|tsfs,0x460a79,0x81aa4c
WeatherConBoltExplosion,tag,ra2|rules,0x66df33,0x83ce8c
WeatherConBolts,tag,ra2|rules,0x66de2b,0x83cea4
WeatherConClouds,tag,ra2|rules,0x66dd28,0x83ceb4
WeedCapacity,tag,ra2|rules|ts,0x67195a,0x83b760
Weeder,tag,ts,0x4604b9 0x7476c0,0x81ac50
Weight,tag,ra2|rules|ts|tsfs,0x7124dd,0x8443d8
Wheel,tag,ra2|rules|ts,0x6740fc 0x67411f,0x81dbc4
WheeledDownhill,tag,ra2|rules|ts,0x66f29c,0x83c87c
WheeledUphill,tag,ra2|rules|ts,0x66f275,0x83c88c
Whiner,tag,ai|map|ra2|ts|tsfs,0x6f125b 0x6f16a1,0x843058
Width,tag,map|ra2|rules|ts,0x59782a 0x597b19 0x689db9 0x689ef3 0x68af1c 0x6b5733,0x82bbe4
Win,tag,map,0x68a03c 0x68b2fc 0x770576 0x770e77,0x83e188
WindDirection,tag,ra2|rules|ts,0x66f2bc,0x83c86c
WindEffect,tag,ra2|rules|ts|tsfs,0x6450be,0x837208
WinningThreshold,unclassified,,0x76c987,0x848eb8
Wins,unclassified,,0x778cec 0x77a2f7,0x849fbc
Wipe,unclassified,,0x68d0e2 0x68d44a,0x83e418
WobbleDeviation,tag,ra2|rules|ts,0x6744d1,0x83d518
WobblesPerSecond,tag,ra2|rules|ts,0x6744b1,0x83d528
WonlineClanTournamentAllowed,tag,mp,0x5d5cc4,0x8308bc
WonlinePref,unclassified,,0x698473 0x6991ef,0x83f0f4
WonlineTournamentAllowed,tag,mp|ra2,0x5d5ca7,0x8308dc
Wood,tag,ra2|rules|ts|tsfs,0x75d549,0x847e00
WoodBridgeSet,tag,ra2|theater,0x5456f9,0x829504
WoodCrate,tag,ra2|rules|ts,0x66bb54,0x83ac18
WoodCrateImg,tag,ra2|rules|ts,0x66b961,0x83acb4
Working,unclassified,,0x7a183a,0x84d430
WorkingSound,tag,ra2|rules,0x46088e,0x81ab0c
XVelocity,tag,ra2|rules|ts,0x645212,0x83716c
XXICON,unclassified,,0x716c86 0x716ca5 0x716cc1,0x844530
YDrawOffset,tag,art|ra2|ts,0x428319,0x81842c
YR1,code,,0x4a81c8,0x81ffc0
YSortAdjust,tag,art|ra2|ts,0x42813f,0x818500
YVelocity,tag,ra2|rules|ts,0x645228,0x837160
Yuri,tag,eva,0x752f55,0x846798
YuriBarracks,tag,rules,0x460b45,0x81a9e4
YuriMindControlSound,tag,ra2|rules,0x669aef,0x83a958
YuriParaDropInf,tag,map|rules,0x670774,0x83c0a4
YuriParaDropNum,tag,map|rules,0x6707ac,0x83c094
YuriPrimeTurretIndex,tag,rules,0x747e40,0x845a00
YuriPrimeTurretWeapon,tag,rules,0x747e4f,0x8459e8
ZAdjust,tag,art|ra2,0x428337,0x818424
ZFudgeBridge,tag,ra2|rules|ts,0x715486,0x8434f8
ZFudgeCliff,unclassified,,0x715423,0x843528
ZFudgeColumn,tag,ra2|rules|ts|tsfs,0x715444,0x843518
ZFudgeTunnel,tag,ra2|rules|ts|tsfs,0x715465,0x843508
ZShapePointMove,tag,art|ra2|ts,0x4613c3,0x81a65c
ZVelocityRange,tag,ra2|rules|ts,0x645260,0x837140
Zombie,tag,ra2|rules|ts,0x5b37dd,0x82c2b0
ZoomInFactor,unclassified,,0x66ead0,0x83cb90
ZoomingTarget,unclassified,,0x76cc30,0x848ef0
ack,unclassified,,0x7a1963,0x84d3e4
arbi.pcx,file,,0x61f2d8 0x784d34,0x836358
arrow_dd.pcx,file,,0x61f370,0x8362e8
arrow_du.pcx,file,,0x61f35d,0x8362f8
arrow_ud.pcx,file,,0x61f345,0x836308
arrow_uu.pcx,file,,0x61f337,0x836318
bar_ll.pcx,file,,0x61f42e,0x8362c0
bar_lr.pcx,file,,0x61f441,0x8362b4
bar_ul.pcx,file,,0x61f454,0x8362a8
bar_ur.pcx,file,,0x61f467,0x83629c
bde_li24.pcx,file,,0x61fce7,0x835d74
bde_li30.pcx,file,,0x61fc41,0x835e04
bde_mi24.pcx,file,,0x61fcff,0x835d64
bde_mi30.pcx,file,,0x61fc54,0x835df4
bde_ri24.pcx,file,,0x61fd12,0x835d54
bde_ri30.pcx,file,,0x61fc67,0x835de4
bits_a.pcx,file,,0x621d59,0x8363f0
bits_i.pcx,file,,0x621d43,0x8363fc
briggenr.pcx,file,,0x61f923 0x783bde,0x836000
bst_chkd.pcx,file,,0x61fb4a,0x835e8c
bst_chkg.pcx,file,,0x61fb70,0x835e6c
bst_uchk.pcx,file,,0x61fb5d,0x835e7c
bst_uckg.pcx,file,,0x61fb83,0x835e5c
bud_li24.pcx,file,,0x61fd25,0x835d44
bud_li30.pcx,file,,0x61fc7a,0x835dd4
bud_mi24.pcx,file,,0x61fd38,0x835d34
bud_mi30.pcx,file,,0x61fc8d,0x835dc4
bud_ri24.pcx,file,,0x61fd4b,0x835d24
bud_ri30.pcx,file,,0x61fca0,0x835db4
bue_li24.pcx,file,,0x61fcb3,0x835da4
bue_li30.pcx,file,,0x61fc08,0x835e34
bue_mi24.pcx,file,,0x61fcc6,0x835d94
bue_mi30.pcx,file,,0x61fc1b,0x835e24
bue_ri24.pcx,file,,0x61fcd9,0x835d84
bue_ri30.pcx,file,,0x61fc2e,0x835e14
ccd_i.pcx,file,,0x61fb96,0x835e50
cce_i.pcx,file,,0x61fba9,0x835998
cce_il.pcx,file,,0x61fbf5,0x83598c
cce_ir.pcx,file,,0x61fbe2,0x835980
colonel.pcx,file,,0x61f8fd 0x783bf7,0x83601c
comchief.pcx,file,,0x61f944 0x783b93 0x7986de 0x798c00,0x835fe4
comctl32.dll,file,,0x6bd8d3 0x6bd8dc,0x840c48
cooperat.pcx,file,,0x61f95c 0x7847e9 0x7986b2 0x798bd4,0x835fd4
coopsave.ini,file,,0x49be64 0x49c00f 0x49c27c 0x49c625 0x49c7fb 0x49d142 0x49d3b3,0x81f0f8
corporal.pcx,file,,0x61f8b1 0x783c55,0x836054
cud_i.pcx,file,,0x61fbbc,0x835e44
cue_i.pcx,file,,0x61fbcf,0x835974
djbi.pcx,file,,0x61f2c5 0x784d15,0x836364
dlgsysa.pcx,file,,0x61f489,0x836284
dlgsysi.pcx,file,,0x61f475,0x836290
dnarrowp.pcx,file,,0x61fa2d,0x835f4c
dnarrowr.pcx,file,,0x61fa53,0x835f2c
except.txt,file,,0x4c901c,0x8221f8
false,unclassified,,0x5d795d,0x81c5e8
frai.pcx,file,,0x61f28c 0x784c97,0x836388
gbri.pcx,file,,0x61f2b2 0x784cea,0x836370
gdii.pcx,file,,0x61f22d,0x8363c4
gdnarrowp.pcx,file,,0x61fa74,0x835f0c
gdnarrowr.pcx,file,,0x61fa9f,0x835eec
general.pcx,file,,0x61f936 0x783bc5,0x835ff4
geri.pcx,file,,0x61f29f 0x784cc2,0x83637c
gsbgripb.pcx,file,,0x61cf7e 0x61f41b,0x8359b8
gsbgripm.pcx,file,,0x61ceae 0x61f408,0x8359f0
gsbgript.pcx,file,,0x61cf2d 0x61f3f5,0x8359d4
gsmallwoo,unclassified,,0x777b65 0x777b8a 0x777bd9,0x822d20
gt18.bmp,unclassified,,0x79b5f8,0x84cda8
gt18.pcx,file,,0x61f88b 0x7819c6 0x7984ce 0x7989f0,0x836070
guparrowp.pcx,file,,0x61fa8c,0x835efc
guparrowr.pcx,file,,0x61fab2,0x835edc
inetmib1.dll,file,,0x7957cc,0x84c9bc
japi.pcx,file,,0x61f279 0x784c6c,0x836394
lastmap.sed,unclassified,,0x597da2,0x82bc24
lati.pcx,file,,0x61f2eb 0x784d6f,0x83634c
leftbar.pcx,file,,0x61f383,0x8362dc
lieutena.pcx,file,,0x61f8d7 0x783c27,0x836034
listbox,unclassified,,0x6188d6,0x8359a4
major.pcx,file,,0x61f8ea 0x783c10,0x836028
mpascrnlbar01.pcx,file,,0x61fe17,0x835c7c
mpascrnlbar02.pcx,file,,0x61fe2f,0x835c68
mpascrnlbar03.pcx,file,,0x61fe42,0x835c54
mpascrnlbar04.pcx,file,,0x61fe55,0x835c40
mpascrnlbar05.pcx,file,,0x61fe68,0x835c2c
mpascrnlbar06.pcx,file,,0x61fe7b,0x835c18
mpascrnlbar07.pcx,file,,0x61fe8e,0x835c04
mpascrnlbar08.pcx,file,,0x61fea1,0x835bf0
mpascrnlbar09.pcx,file,,0x61feb4,0x835bdc
mpascrnlbar10.pcx,file,,0x61fec7,0x835bc8
mphmd.exe,file,,0x663fe8,0x8399ec
mpsscrnlbar01.pcx,file,,0x61feda,0x835bb4
mpsscrnlbar02.pcx,file,,0x61feed,0x835ba0
mpsscrnlbar03.pcx,file,,0x61ff00,0x835b8c
mpsscrnlbar04.pcx,file,,0x61ff13,0x835b78
mpsscrnlbar05.pcx,file,,0x61ff26,0x835b64
mpsscrnlbar06.pcx,file,,0x61ff39,0x835b50
mpsscrnlbar07.pcx,file,,0x61ff47,0x835b3c
mpsscrnlbar08.pcx,file,,0x61ff5f,0x835b28
mpsscrnlbar09.pcx,file,,0x61ff72,0x835b14
mpsscrnlbar10.pcx,file,,0x61ff85,0x835b00
mpstats.txt,file,,0x48e0c5,0x81d97c
mpyscrnlbar01.pcx,file,,0x61ff98,0x835aec
mpyscrnlbar02.pcx,file,,0x61ffab,0x835ad8
mpyscrnlbar03.pcx,file,,0x61ffbe,0x835ac4
mpyscrnlbar04.pcx,file,,0x61ffd1,0x835ab0
mpyscrnlbar05.pcx,file,,0x61ffe4,0x835a9c
mpyscrnlbar06.pcx,file,,0x61fff7,0x835a88
mpyscrnlbar07.pcx,file,,0x62000a,0x835a74
mpyscrnlbar08.pcx,file,,0x62001d,0x835a60
mpyscrnlbar09.pcx,file,,0x620030,0x835a4c
mpyscrnlbar10.pcx,file,,0x620043,0x835a38
nack,unclassified,,0x7a1975,0x84d3dc
nodi.pcx,file,,0x61f240,0x8363b8
none,unclassified,,0x40f52a 0x41cf07 0x41f330 0x41fcb7 0x428443 0x428500 0x4285be 0x428b97 0x428f8a 0x4653d7 0x46601a 0x46c7a7 0x512697 0x523ca6 0x524cc7 0x5fec87 0x6448a7 0x645837 0x6919e6 0x691c1b 0x6b5927 0x6cef07 0x6e5f3a 0x6e6327 0x6e828e 0x6e8607 0x6f1937 0x6f1a14 0x71e2b7 0x727307 0x727614 0x727ab7 0x7480e7 0x74b977 0x74bb3a 0x75e3c7 0x772fb7,0x817694
number0.pcx,file,,0x61f96f 0x783aa2 0x79865a 0x798686 0x798b7c 0x798ba8,0x835fc8
number1.pcx,file,,0x61f982 0x783ab4 0x79862e 0x798b50,0x835fbc
number2.pcx,file,,0x61f995 0x783ac6,0x835fb0
number3.pcx,file,,0x61f9a8 0x783ad8,0x835fa4
number4.pcx,file,,0x61f9bb 0x783aea,0x835f98
number5.pcx,file,,0x61f9ce 0x783afc,0x835f8c
number6.pcx,file,,0x61f9e1 0x783b0e,0x835f80
number7.pcx,file,,0x61f9f4 0x783b20,0x835f74
number8.pcx,file,,0x61fa07 0x783b32,0x835f68
number9.pcx,file,,0x61fa1a 0x783b44,0x835f5c
obsi.pcx,file,,0x61f311,0x836334
pingg.pcx,file,,0x61fde3 0x7985aa 0x798acc,0x835ca8
pingr.pcx,file,,0x61fe09 0x798602 0x798b24,0x835c90
pingy.pcx,file,,0x61fdf6 0x7985d6 0x798af8,0x835c9c
private.pcx,file,,0x61f89e 0x783c65,0x836064
rani.pcx,file,,0x61f253,0x8363ac
rightbar.pcx,file,,0x61f396,0x8362cc
rmcache,unclassified,,0x596244 0x596255,0x82bb1c
rusi.pcx,file,,0x61f2fe 0x784daa,0x836340
sb_psh_d.pcx,file,,0x61fb11,0x835ebc
sb_psh_u.pcx,file,,0x61fafe,0x835ecc
sb_rel_d.pcx,file,,0x61fb37,0x835e9c
sb_rel_u.pcx,file,,0x61fb24,0x835eac
sbgripb.pcx,file,,0x61cf85 0x61f3e2,0x8359ac
sbgripm.pcx,file,,0x61ceb5 0x61f3cf,0x8359e4
sbgript.pcx,file,,0x61cf34 0x61f3bc,0x8359c8
sdbtnanm.pal,file,,0x7689e4,0x848a94
sergeant.pcx,file,,0x61f8c4 0x783c3e,0x836044
snmpapi.dll,file,,0x7957f4,0x84c974
standard,unclassified,,0x69ae23,0x83f668
stargen.pcx,file,,0x61f910 0x783bac,0x836010
subtitlemd.txt,file,,0x6c9b70,0x842194
tab_fbl.pcx,file,,0x613c6c 0x61f748,0x8358f0
tab_fbm.pcx,file,,0x613b35 0x61f75b,0x835914
tab_fbr.pcx,file,,0x613cd8 0x61f735,0x8358e4
tab_fml.pcx,file,,0x6139f6 0x61f781,0x835938
tab_fmr.pcx,file,,0x613a77 0x61f76e,0x83592c
tab_ftl.pcx,file,,0x613b96 0x61f6fc,0x835908
tab_ftm.pcx,file,,0x613ad6 0x61f722,0x835920
tab_ftr.pcx,file,,0x613c00 0x61f70f,0x8358fc
tab_tld.pcx,file,,0x61f6c3,0x836110
tab_tlu.pcx,file,,0x6138d2 0x613e50 0x61f68a,0x835944
tab_tmd.pcx,file,,0x61f6d6,0x836104
tab_tmu.pcx,file,,0x61f69d,0x836128
tab_trd.pcx,file,,0x61f6e4,0x8360f8
tab_tru.pcx,file,,0x61f6b0,0x83611c
trakgrip.pcx,file,,0x61e042 0x61f3a9,0x835a00
trofl.pcx,file,,0x61df06 0x61fac5,0x835a1c
trofm.pcx,file,,0x61de9e 0x61fad8,0x835a28
trofr.pcx,file,,0x61df7d 0x61faeb,0x835a10
undefined,unclassified,,0x49c4e8 0x49d5f4,0x81f108
uparrowp.pcx,file,,0x61fa40,0x835f3c
uparrowr.pcx,file,,0x61fa66,0x835f1c
usai.pcx,file,,0x61f266 0x784beb,0x8363a0
user32.dll,file,,0x7daeac,0x7fa368
voxels.vpl,unclassified,,0x52bd68,0x8260ac
wodact.pcx,file,,0x61f651 0x78c604 0x791233 0x79290e,0x83614c
wodban.pcx,file,,0x61f4af,0x83626c
wodclan.pcx,file,,0x61f605,0x836184
woddcon.pcx,file,,0x61f521,0x836214
wodfgame.pcx,file,,0x61f62b,0x836164
wodfind.pcx,file,,0x61f593,0x8361cc
wodhelp.pcx,file,,0x61f56d,0x8361e4
wodkick.pcx,file,,0x61f547,0x8361fc
wodleave.pcx,file,,0x61f4d5,0x83624c
wodopt.pcx,file,,0x61f5b9,0x8361b4
wodref.pcx,file,,0x61f677 0x78c66d 0x79e6e0,0x836134
wodsqlch.pcx,file,,0x61f4fb,0x83622c
