Framework,Subsystem,Address,FunctionName,StolenBytes,SourceFile
Antares,.,0x47AE36,CDFileClass_SetFileName,8,Ares.cpp
Antares,.,0x47B026,FileFindOpen,8,Ares.cpp
Antares,.,0x52C5E0,Ares_NoLogo,7,Ares.cpp
Antares,.,0x52CAE9,_YR_PostGameInit,5,Ares.cpp
Antares,.,0x52F639,_YR_CmdLineParse,5,Ares.cpp
Antares,.,0x533058,CommandClassCallback_Register,7,Ares.Commands.cpp
Antares,.,0x5FACDF,_Options_LoadFromINI,5,Ares.UISettings.cpp
Antares,.,0x685659,Scenario_ClearClasses,a,Ares.Ext.cpp
Antares,.,0x6AD0ED,Ares_AllowSinglePlay,5,Ares.cpp
Antares,.,0x6BC0CD,_LoadRA2MD,5,Ares.GlobalControls.cpp
Antares,.,0x7258D0,AnnounceInvalidPointer,6,Ares.Ext.cpp
Antares,.,0x7CD810,ExeRun,9,Ares.cpp
Antares,.,0x7CD8EF,ExeTerminate,9,Ares.cpp
Antares,Enum,0x4753F0,ArmorType_FindIndex,A,ArmorTypes.cpp
Antares,Enum,0x4B9A52,DropshipLoadout_PrintArmor,5,ArmorTypes.cpp
Antares,Ext/Abstract,0x4101B6,AbstractClass_CTOR,1,Body.cpp
Antares,Ext/Abstract,0x4101F0,AbstractClass_DTOR,6,Body.cpp
Antares,Ext/Abstract,0x410320,AbstractClass_SaveLoad_Prefix,5,Body.cpp
Antares,Ext/Abstract,0x410372,AbstractClass_Save_Suffix,5,Body.cpp
Antares,Ext/Abstract,0x410380,AbstractClass_SaveLoad_Prefix,5,Body.cpp
Antares,Ext/Abstract,0x4103D6,AbstractClass_Load_Suffix,4,Body.cpp
Antares,Ext/AnimType,0x4232CE,AnimClass_Draw_SetPalette,6,Hooks.cpp
Antares,Ext/AnimType,0x4250C9,AnimClass_Expired_ScorchFlamer,7,Hooks.cpp
Antares,Ext/AnimType,0x42511B,AnimClass_Expired_ScorchFlamer,7,Hooks.cpp
Antares,Ext/AnimType,0x42513F,AnimClass_Expired_ScorchFlamer,7,Hooks.cpp
Antares,Ext/AnimType,0x42784B,AnimTypeClass_CTOR,5,Body.cpp
Antares,Ext/AnimType,0x4287DC,AnimTypeClass_LoadFromINI,A,Body.cpp
Antares,Ext/AnimType,0x4287E9,AnimTypeClass_LoadFromINI,A,Body.cpp
Antares,Ext/AnimType,0x428800,AnimTypeClass_SaveLoad_Prefix,A,Body.cpp
Antares,Ext/AnimType,0x42892C,AnimTypeClass_Load_Suffix,6,Body.cpp
Antares,Ext/AnimType,0x428958,AnimTypeClass_Load_Suffix,6,Body.cpp
Antares,Ext/AnimType,0x428970,AnimTypeClass_SaveLoad_Prefix,8,Body.cpp
Antares,Ext/AnimType,0x42898A,AnimTypeClass_Save_Suffix,3,Body.cpp
Antares,Ext/AnimType,0x428EA8,AnimTypeClass_SDDTOR,5,Body.cpp
Antares,Ext/AnimType,0x468379,BulletClass_Draw_SetAnimPalette,6,Hooks.cpp
Antares,Ext/Building,0x43BA48,BuildingClass_CTOR_VeteranBuildings,6,Hooks.cpp
Antares,Ext/Building,0x43BCBD,BuildingClass_CTOR,6,Body.cpp
Antares,Ext/Building,0x43C022,BuildingClass_DTOR,6,Body.cpp
Antares,Ext/Building,0x43E7B0,BuildingClass_DrawVisible,5,Hooks.Infiltrate.cpp
Antares,Ext/Building,0x43EFB3,BuildingClass_GetStaticImageFrame,6,Hooks.Firewall.cpp
Antares,Ext/Building,0x43FD2C,BuildingClass_Update_ProduceCash,6,Hooks.cpp
Antares,Ext/Building,0x43FE69,BuildingClass_Update_SensorArray,A,Hooks.Sensor.cpp
Antares,Ext/Building,0x440378,BuildingClass_Update_FirestormWall,6,Hooks.Firewall.cpp
Antares,Ext/Building,0x440709,BuildingClass_Put,6,Hooks.Gates.cpp
Antares,Ext/Building,0x4409F4,BuildingClass_Put_ProduceCash,6,Hooks.cpp
Antares,Ext/Building,0x440D01,BuildingClass_Put_FirestormWall,6,Hooks.Firewall.cpp
Antares,Ext/Building,0x44161C,BuildingClass_Destroy_OldSpy1,6,Hooks.Infiltrate.cpp
Antares,Ext/Building,0x4416A2,BuildingClass_Destroy_SensorArray,6,Hooks.Sensor.cpp
Antares,Ext/Building,0x441F12,BuildingClass_Destroy_RubbleYell,6,Hooks.Trenches.cpp
Antares,Ext/Building,0x441F2C,BuildingClass_Destroy_KickOutOfRubble,5,Hooks.Trenches.cpp
Antares,Ext/Building,0x4423E7,BuildingClass_ReceiveDamage_FSW,5,Hooks.Firewall.cpp
Antares,Ext/Building,0x4424EF,BuildingClass_ReceiveDamage_PrismForward,6,Hooks.Prism.cpp
Antares,Ext/Building,0x443414,BuildingClass_ClickedAction,6,Hooks.Trenches.cpp
Antares,Ext/Building,0x444D26,BuildingClass_KickOutUnit_ArmoryExitBug,6,Hooks.cpp
Antares,Ext/Building,0x445355,BuildingClass_KickOutUnit_Firewall,6,Hooks.Firewall.cpp
Antares,Ext/Building,0x445DF4,BuildingClass_Remove_FirestormWall,6,Hooks.Firewall.cpp
Antares,Ext/Building,0x4467D6,BuildingClass_Place_NeedsEngineer,6,Hooks.cpp
Antares,Ext/Building,0x447113,BuildingClass_Sell_PrismForward,6,Hooks.Prism.cpp
Antares,Ext/Building,0x44725F,BuildingClass_GetCursorOverObject_TargetABuilding,5,Hooks.Trenches.cpp
Antares,Ext/Building,0x447FAE,BuildingClass_GetFireError_PrismForward,6,Hooks.Prism.cpp
Antares,Ext/Building,0x448277,BuildingClass_ChangeOwner_PrismForwardAndLeaveBomb,5,Hooks.Prism.cpp
Antares,Ext/Building,0x4482BD,BuildingClass_ChangeOwnership_ProduceCash,6,Hooks.cpp
Antares,Ext/Building,0x448312,BuildingClass_ChangeOwnership_OldSpy1,a,Hooks.Infiltrate.cpp
Antares,Ext/Building,0x448401,BuildingClass_ChangeOwnership_TrenchEVA,6,Hooks.Trenches.cpp
Antares,Ext/Building,0x44840B,BuildingClass_ChangeOwnership_Tech,6,Hooks.cpp
Antares,Ext/Building,0x448B70,BuildingClass_ChangeOwnership_SensorArrayA,6,Hooks.Sensor.cpp
Antares,Ext/Building,0x448C3E,BuildingClass_ChangeOwnership_SensorArrayB,6,Hooks.Sensor.cpp
Antares,Ext/Building,0x448D95,BuildingClass_ChangeOwnership_OldSpy2,8,Hooks.Infiltrate.cpp
Antares,Ext/Building,0x4494D2,BuildingClass_IsSellable,6,Hooks.Trenches.cpp
Antares,Ext/Building,0x44ABD0,BuildingClass_FireLaser,5,Hooks.Prism.cpp
Antares,Ext/Building,0x44B2FE,BuildingClass_Mi_Attack_IsPrism,6,Hooks.Prism.cpp
Antares,Ext/Building,0x44BB1B,BuildingClass_Mi_Repair_Promote,6,Hooks.cpp
Antares,Ext/Building,0x44C844,BuildingClass_MissionRepair_Reload,6,Hooks.cpp
Antares,Ext/Building,0x44D4CA,BuildingClass_Mi_Missile_NoReport,9,Hooks.cpp
Antares,Ext/Building,0x44D755,BuildingClass_GetPipFillLevel_Tiberium,6,Hooks.cpp
Antares,Ext/Building,0x44D8A1,BuildingClass_UnloadPassengers_Unload,6,Hooks.cpp
Antares,Ext/Building,0x44E550,BuildingClass_Mi_Open_GateDown,6,Hooks.Gates.cpp
Antares,Ext/Building,0x44E61E,BuildingClass_Mi_Open_GateUp,6,Hooks.Gates.cpp
Antares,Ext/Building,0x44E855,BuildingClass_PowerProduced_EMP,6,Hooks.cpp
Antares,Ext/Building,0x44EBF0,BuildingClass_Disappear_PrismForward,5,Hooks.Prism.cpp
Antares,Ext/Building,0x44F7A0,BuildingClass_UpdateDisplayTo,0,Hooks.Infiltrate.cpp
Antares,Ext/Building,0x4503F0,BuildingClass_Update_Prism,9,Hooks.Prism.cpp
Antares,Ext/Building,0x451A54,BuildingClass_PlayAnim_NeedsEngineer,6,Hooks.cpp
Antares,Ext/Building,0x452210,BuildingClass_Enable_TogglePower,7,Hooks.cpp
Antares,Ext/Building,0x452287,BuildingClass_GoOnline_TogglePower,6,Hooks.cpp
Antares,Ext/Building,0x452393,BuildingClass_GoOffline_TogglePower,7,Hooks.cpp
Antares,Ext/Building,0x4524A3,BuildingClass_DisableThings,6,Hooks.Sensor.cpp
Antares,Ext/Building,0x453E20,BuildingClass_SaveLoad_Prefix,5,Body.cpp
Antares,Ext/Building,0x45417E,BuildingClass_Load_Suffix,5,Body.cpp
Antares,Ext/Building,0x454190,BuildingClass_SaveLoad_Prefix,5,Body.cpp
Antares,Ext/Building,0x454244,BuildingClass_Save_Suffix,7,Body.cpp
Antares,Ext/Building,0x4549F8,BuildingClass_UpdatePowered_SensorArray,6,Hooks.Sensor.cpp
Antares,Ext/Building,0x454B3D,BuildingClass_UpdatePowered_PrismForward,6,Hooks.Prism.cpp
Antares,Ext/Building,0x454B5F,BuildingClass_UpdatePowered_SensorArray,6,Hooks.Sensor.cpp
Antares,Ext/Building,0x454BF7,BuildingClass_UpdatePowered_NeedsEngineer,6,Hooks.cpp
Antares,Ext/Building,0x4556E1,BuildingClass_SensorArrayDeactivate,7,Hooks.Sensor.cpp
Antares,Ext/Building,0x4557BC,BuildingClass_SensorArray_BuildingRedraw,6,Hooks.Sensor.cpp
Antares,Ext/Building,0x455828,BuildingClass_SensorArrayActivate,8,Hooks.Sensor.cpp
Antares,Ext/Building,0x455923,BuildingClass_SensorArray_BuildingRedraw,6,Hooks.Sensor.cpp
Antares,Ext/Building,0x4566F9,BuildingClass_GetRangeOfRadial_SensorArray,6,Hooks.Sensor.cpp
Antares,Ext/Building,0x4571E0,BuildingClass_Infiltrate,5,Hooks.Infiltrate.cpp
Antares,Ext/Building,0x4574D2,BuildingClass_Infiltrate_Standard,6,Hooks.Infiltrate.cpp
Antares,Ext/Building,0x457533,BuildingClass_Infiltrate_Standard,6,Hooks.Infiltrate.cpp
Antares,Ext/Building,0x457D58,BuildingClass_CanBeOccupied_SpecificOccupiers,6,Hooks.Trenches.cpp
Antares,Ext/Building,0x457DB7,BuildingClass_CanBeOccupied_SpecificAssaulters,6,Hooks.Trenches.cpp
Antares,Ext/Building,0x4581CD,BuildingClass_UnloadOccupants_AllOccupantsHaveLeft,6,Hooks.Trenches.cpp
Antares,Ext/Building,0x4586CA,BuildingClass_KillOccupiers_EachOccupierKilled,6,Hooks.Trenches.cpp
Antares,Ext/Building,0x458729,BuildingClass_KillOccupiers_AllOccupantsKilled,6,Hooks.Trenches.cpp
Antares,Ext/Building,0x45EC90,Foundations_GetFoundationWidth,6,Hooks.Foundation.cpp
Antares,Ext/Building,0x45ECA0,Foundations_GetFoundationHeight,6,Hooks.Foundation.cpp
Antares,Ext/Building,0x47C8AB,CellClass_CanThisExistHere_GateOnWall,6,Hooks.Gates.cpp
Antares,Ext/Building,0x480534,CellClass_AttachesToNeighbourOverlay,5,Hooks.Gates.cpp
Antares,Ext/Building,0x483D94,CellClass_Setup_Slave,6,Hooks.Firewall.cpp
Antares,Ext/Building,0x4A8C77,MapClass_ProcessFoundation1_UnlimitBuffer,5,Hooks.Foundation.cpp
Antares,Ext/Building,0x4A8DD7,MapClass_ProcessFoundation2_UnlimitBuffer,5,Hooks.Foundation.cpp
Antares,Ext/Building,0x4DA53E,FootClass_Update,6,Hooks.Firewall.cpp
Antares,Ext/Building,0x4FB257,HouseClass_UnitFromFactory_Firewall,6,Hooks.Firewall.cpp
Antares,Ext/Building,0x509303,HouseClass_AllyWith_unused,0,Hooks.Infiltrate.cpp
Antares,Ext/Building,0x51BD4C,InfantryClass_Update,6,Hooks.Firewall.cpp
Antares,Ext/Building,0x51C4C8,InfantryClass_IsCellOccupied,6,Hooks.Firewall.cpp
Antares,Ext/Building,0x52297F,InfantryClass_GarrisonBuilding_OccupierEntered,5,Hooks.Trenches.cpp
Antares,Ext/Building,0x568411,MapClass_AddContentAt_Foundation_P1,0,Hooks.Foundation.cpp
Antares,Ext/Building,0x568565,MapClass_AddContentAt_Foundation_OccupyHeight,5,Hooks.Foundation.cpp
Antares,Ext/Building,0x568841,MapClass_RemoveContentAt_Foundation_P1,0,Hooks.Foundation.cpp
Antares,Ext/Building,0x568997,MapClass_RemoveContentAt_Foundation_OccupyHeight,5,Hooks.Foundation.cpp
Antares,Ext/Building,0x5880A0,MapClass_FindFirstFirestorm,6,Hooks.Firewall.cpp
Antares,Ext/Building,0x6563B0,RadarClass_UpdateFoundationShapes_Custom,5,Hooks.Foundation.cpp
Antares,Ext/Building,0x656584,MapClass_GetFoundationShape,6,Hooks.Foundation.cpp
Antares,Ext/Building,0x6D5455,sub_6D5030,6,Hooks.Firewall.cpp
Antares,Ext/Building,0x6D5A5C,sub_6D59D0,6,Hooks.Firewall.cpp
Antares,Ext/Building,0x6F64CB,TechnoClass_DrawHealthBar_FirestormWall,6,Hooks.Firewall.cpp
Antares,Ext/Building,0x709B4E,TechnoClass_DrawPipscale_SkipSkipTiberium,6,Hooks.cpp
Antares,Ext/Building,0x70DA95,TechnoClass_RadarTrackingUpdate_AnnounceDetected,6,Hooks.Sensor.cpp
Antares,Ext/Building,0x70FD9A,TechnoClass_Drain_PrismForward,6,Hooks.Prism.cpp
Antares,Ext/Building,0x71AF76,TemporalClass_Fire_PrismForwardAndWarpable,9,Hooks.Prism.cpp
Antares,Ext/Building,0x73F7B0,UnitClass_IsCellOccupied,6,Hooks.Firewall.cpp
Antares,Ext/BuildingType,0x43FB6D,BuildingClass_Update_LFP,6,Hooks.cpp
Antares,Ext/BuildingType,0x445F80,BuildingClass_Place,5,Hooks.cpp
Antares,Ext/BuildingType,0x45E50C,BuildingTypeClass_CTOR,6,Body.cpp
Antares,Ext/BuildingType,0x45E707,BuildingTypeClass_DTOR,6,Body.cpp
Antares,Ext/BuildingType,0x45EAA5,BuildingTypeClass_LoadArt_BuildupTime,6,Hooks.cpp
Antares,Ext/BuildingType,0x45ECE0,BuildingTypeClass_GetMaxPips,6,Hooks.cpp
Antares,Ext/BuildingType,0x45F2B4,BuildingTypeClass_Load2DArt_BuildupTime,5,Hooks.cpp
Antares,Ext/BuildingType,0x464A49,BuildingTypeClass_LoadFromINI,A,Body.cpp
Antares,Ext/BuildingType,0x464A56,BuildingTypeClass_LoadFromINI,A,Body.cpp
Antares,Ext/BuildingType,0x464AF0,BuildingTypeClass_GetSizeInLeptons,6,Hooks.cpp
Antares,Ext/BuildingType,0x465010,BuildingTypeClass_SaveLoad_Prefix,5,Body.cpp
Antares,Ext/BuildingType,0x4652ED,BuildingTypeClass_Load_Suffix,7,Body.cpp
Antares,Ext/BuildingType,0x465300,BuildingTypeClass_SaveLoad_Prefix,5,Body.cpp
Antares,Ext/BuildingType,0x46536A,BuildingTypeClass_Save_Suffix,7,Body.cpp
Antares,Ext/BuildingType,0x465550,BuildingTypeClass_GetFoundationOutline,6,Hooks.cpp
Antares,Ext/BuildingType,0x465A48,BuildingTypeClass_GetBuildup_BuildupTime,5,Hooks.cpp
Antares,Ext/BuildingType,0x465D4A,BuildingType_IsUndeployable,6,Hooks.cpp
Antares,Ext/Bullet,0x4664BA,BulletClass_CTOR,5,Body.cpp
Antares,Ext/Bullet,0x4664FB,BulletClass_Initialize_Ranged,6,Hooks.cpp
Antares,Ext/Bullet,0x4665E9,BulletClass_DTOR,A,Body.cpp
Antares,Ext/Bullet,0x467B94,BulletClass_Update_Ranged,7,Hooks.cpp
Antares,Ext/Bullet,0x468000,BulletClass_GetAnimFrame,6,Hooks.cpp
Antares,Ext/Bullet,0x46867F,BulletClass_SetMovement_Parachute,5,Hooks.cpp
Antares,Ext/Bullet,0x4688BD,BulletClass_SetMovement_Obstacle,6,Hooks.cpp
Antares,Ext/Bullet,0x468BE2,BulletClass_ShouldDetonate_Obstacle,6,Hooks.cpp
Antares,Ext/Bullet,0x468EB9,BulletClass_Fire_SplitsA,6,Hooks.cpp
Antares,Ext/Bullet,0x468FFA,BulletClass_Fire_SplitsB,6,Hooks.cpp
Antares,Ext/Bullet,0x469EBA,BulletClass_DetonateAt_Splits,6,Hooks.cpp
Antares,Ext/Bullet,0x46A5B2,BulletClass_Shrapnel_WeaponType1,6,Hooks.cpp
Antares,Ext/Bullet,0x46AA27,BulletClass_Shrapnel_WeaponType2,9,Hooks.cpp
Antares,Ext/Bullet,0x46AE70,BulletClass_SaveLoad_Prefix,5,Body.cpp
Antares,Ext/Bullet,0x46AF97,BulletClass_Load_Suffix,7,Body.cpp
Antares,Ext/Bullet,0x46AF9E,BulletClass_Load_Suffix,7,Body.cpp
Antares,Ext/Bullet,0x46AFB0,BulletClass_SaveLoad_Prefix,8,Body.cpp
Antares,Ext/Bullet,0x46AFC4,BulletClass_Save_Suffix,3,Body.cpp
Antares,Ext/Bullet,0x6FE53F,TechnoClass_Fire_CreateBullet,6,Hooks.cpp
Antares,Ext/BulletType,0x46BDD9,BulletTypeClass_CTOR,5,Body.cpp
Antares,Ext/BulletType,0x46C41C,BulletTypeClass_LoadFromINI,A,Body.cpp
Antares,Ext/BulletType,0x46C429,BulletTypeClass_LoadFromINI,A,Body.cpp
Antares,Ext/BulletType,0x46C6A0,BulletTypeClass_SaveLoad_Prefix,5,Body.cpp
Antares,Ext/BulletType,0x46C722,BulletTypeClass_Load_Suffix,4,Body.cpp
Antares,Ext/BulletType,0x46C730,BulletTypeClass_SaveLoad_Prefix,8,Body.cpp
Antares,Ext/BulletType,0x46C74A,BulletTypeClass_Save_Suffix,3,Body.cpp
Antares,Ext/BulletType,0x46C8B6,BulletTypeClass_SDDTOR,6,Body.cpp
Antares,Ext/BulletType,0x6FE709,TechnoClass_Fire_BallisticScatter1,6,Hooks.cpp
Antares,Ext/BulletType,0x6FE7FE,TechnoClass_Fire_BallisticScatter2,5,Hooks.cpp
Antares,Ext/Campaign,0x46CD56,CampaignClass_LoadFromINI,7,Body.cpp
Antares,Ext/Campaign,0x46CE10,CampaignClass_LoadFromINIList,5,Body.cpp
Antares,Ext/Campaign,0x46D090,CampaignClass_DTOR,6,Body.cpp
Antares,Ext/House,0x413FD2,AircraftClass_Init_Academy,6,Hooks.Academy.cpp
Antares,Ext/House,0x441B30,BuildingClass_Destroy_Refinery,6,Hooks.cpp
Antares,Ext/House,0x442D1B,BuildingClass_Init_Academy,6,Hooks.Academy.cpp
Antares,Ext/House,0x443CCA,BuildingClass_KickOutUnit_AircraftType,A,Hooks.Queue.cpp
Antares,Ext/House,0x444119,BuildingClass_KickOutUnit_UnitType,6,Hooks.Queue.cpp
Antares,Ext/House,0x444131,BuildingClass_KickOutUnit_InfantryType,6,Hooks.Queue.cpp
Antares,Ext/House,0x44531F,BuildingClass_KickOutUnit_BuildingType,A,Hooks.Queue.cpp
Antares,Ext/House,0x445905,BuildingClass_Remove_Academy,6,Hooks.Academy.cpp
Antares,Ext/House,0x446366,BuildingClass_Place_Academy,6,Hooks.Academy.cpp
Antares,Ext/House,0x448AB2,BuildingClass_ChangeOwnership_Remove_Academy,6,Hooks.Academy.cpp
Antares,Ext/House,0x4491D5,BuildingClass_ChangeOwnership_Add_Academy,6,Hooks.Academy.cpp
Antares,Ext/House,0x4502F4,BuildingClass_Update_Factory,6,Hooks.Queue.cpp
Antares,Ext/House,0x4CA07A,FactoryClass_AbandonProduction,8,Hooks.Queue.cpp
Antares,Ext/House,0x4F62FF,HouseClass_CTOR_FixNameOverflow,6,Hooks.cpp
Antares,Ext/House,0x4F645F,HouseClass_CTOR_FixSideIndices,5,Hooks.cpp
Antares,Ext/House,0x4F6532,HouseClass_CTOR,5,Body.cpp
Antares,Ext/House,0x4F65BF,HouseClass_CanAffordBase,6,Hooks.BasePlan.cpp
Antares,Ext/House,0x4F7371,HouseClass_DTOR,6,Body.cpp
Antares,Ext/House,0x4F7870,HouseClass_CanBuild,7,Hooks.cpp
Antares,Ext/House,0x4F8440,HouseClass_Update_TogglePower,5,Hooks.cpp
Antares,Ext/House,0x4F8B08,HouseClass_Update_DamageDelay,6,Hooks.cpp
Antares,Ext/House,0x4F8C23,HouseClass_Update_SilosNeededEVA,5,Hooks.cpp
Antares,Ext/House,0x4F8EBD,HouseClass_Update_HasBeenDefeated,0,Hooks.cpp
Antares,Ext/House,0x4F9610,HouseClass_GiveTiberium_Storage,A,Hooks.cpp
Antares,Ext/House,0x4FC731,HouseClass_DestroyAll_ReturnStructures,7,Hooks.cpp
Antares,Ext/House,0x4FEA60,HouseClass_AI_UnitProduction,0,Hooks.100.cpp
Antares,Ext/House,0x4FEEE0,HouseClass_AI_InfantryProduction,6,Hooks.100.cpp
Antares,Ext/House,0x4FF210,HouseClass_AI_AircraftProduction,6,Hooks.100.cpp
Antares,Ext/House,0x500CC5,HouseClass_InitFromINI_FixBufferLimits,6,Hooks.cpp
Antares,Ext/House,0x50114D,HouseClass_InitFromINI,5,Body.cpp
Antares,Ext/House,0x503040,HouseClass_SaveLoad_Prefix,5,Body.cpp
Antares,Ext/House,0x504069,HouseClass_Load_Suffix,7,Body.cpp
Antares,Ext/House,0x504080,HouseClass_SaveLoad_Prefix,5,Body.cpp
Antares,Ext/House,0x5046DE,HouseClass_Save_Suffix,7,Body.cpp
Antares,Ext/House,0x5051E0,HouseClass_FirstBuildableFromArray,5,Hooks.BasePlan.cpp
Antares,Ext/House,0x505360,HouseClass_PrerequisitesForTechnoTypeAreListed,5,Hooks.cpp
Antares,Ext/House,0x5054B0,HouseClass_GenerateAIBuildList_EnsureSanity,6,Hooks.BasePlan.cpp
Antares,Ext/House,0x5055D8,HouseClass_GenerateAIBuildList_SWAllowed,5,Hooks.BasePlan.cpp
Antares,Ext/House,0x505B58,HouseClass_GenerateAIBuildList_SkipManualCopy,6,Hooks.BasePlan.cpp
Antares,Ext/House,0x505C34,HouseClass_GenerateAIBuildList_FullAutoCopy,5,Hooks.BasePlan.cpp
Antares,Ext/House,0x505C95,HouseClass_GenerateAIBuildList_CountExtra,7,Hooks.BasePlan.cpp
Antares,Ext/House,0x505C95,HouseClass_GenerateAIBuildList_BaseDefenseCounts,7,Hooks.BasePlan.cpp
Antares,Ext/House,0x505CF1,HouseClass_GenerateAIBuildList_PadWithN1,5,Hooks.BasePlan.cpp
Antares,Ext/House,0x50610E,HouseClass_FindPositionForBuilding_FixShipyard,7,Hooks.BasePlan.cpp
Antares,Ext/House,0x508D32,HouseClass_UpdatePower_LocalDrain1,5,Hooks.cpp
Antares,Ext/House,0x508D4A,HouseClass_UpdatePower_LocalDrain2,6,Hooks.cpp
Antares,Ext/House,0x508EBC,HouseClass_Radar_Update_CheckEligible,6,Hooks.cpp
Antares,Ext/House,0x508F91,HouseClass_SpySat_Update_CheckEligible,6,Hooks.cpp
Antares,Ext/House,0x50965E,HouseClass_CanInstantiateTeam,5,Hooks.cpp
Antares,Ext/House,0x50B370,HouseClass_ShouldDisableCameo,5,Hooks.Queue.cpp
Antares,Ext/House,0x517D51,InfantryClass_Init_Academy,6,Hooks.Academy.cpp
Antares,Ext/House,0x522D75,InfantryClass_Slave_UnloadAt_Storage,6,Hooks.cpp
Antares,Ext/House,0x5D705E,MPGameMode_SpawnBaseUnit,6,Hooks.BasePlan.cpp
Antares,Ext/House,0x5D721A,MPGameMode_CreateStartingUnits,5,Hooks.BasePlan.cpp
Antares,Ext/House,0x688B37,MPGameModeClass_CreateStartingUnits_B,5,Hooks.BasePlan.cpp
Antares,Ext/House,0x6FF008,TechnoClass_Fire_FSW,8,Hooks.Firewall.cpp
Antares,Ext/House,0x6FF860,TechnoClass_Fire_FSW,8,Hooks.Firewall.cpp
Antares,Ext/House,0x735678,UnitClass_Init_Academy,6,Hooks.Academy.cpp
Antares,Ext/House,0x73E4A2,UnitClass_Mi_Unload_Storage,6,Hooks.cpp
Antares,Ext/House,0x74689B,UnitClass_Init_Academy,6,Hooks.Academy.cpp
Antares,Ext/HouseType,0x4E3579,HTExt_DrawFlag,0,Hooks.cpp
Antares,Ext/HouseType,0x4E3792,HTExt_Unlimit1,0,Hooks.cpp
Antares,Ext/HouseType,0x4E38D8,HTExt_GetSTT,0,Hooks.cpp
Antares,Ext/HouseType,0x4E3A6A,hWnd_PopulateWithCountryNames,6,Hooks.cpp
Antares,Ext/HouseType,0x4E3A9C,HTExt_Unlimit2,0,Hooks.cpp
Antares,Ext/HouseType,0x4E3F31,HTExt_Unlimit3,0,Hooks.cpp
Antares,Ext/HouseType,0x4E412C,HTExt_Unlimit4,0,Hooks.cpp
Antares,Ext/HouseType,0x4E41A7,HTExt_Unlimit5,0,Hooks.cpp
Antares,Ext/HouseType,0x4FE782,HouseClass_AI_BaseConstructionUpdate_PickPowerplant,6,Hooks.cpp
Antares,Ext/HouseType,0x511635,HouseTypeClass_CTOR_1,5,Body.cpp
Antares,Ext/HouseType,0x511643,HouseTypeClass_CTOR_2,5,Body.cpp
Antares,Ext/HouseType,0x51214F,HouseTypeClass_LoadFromINI,5,Body.cpp
Antares,Ext/HouseType,0x51215A,HouseTypeClass_LoadFromINI,5,Body.cpp
Antares,Ext/HouseType,0x512290,HouseTypeClass_SaveLoad_Prefix,5,Body.cpp
Antares,Ext/HouseType,0x51246D,HouseTypeClass_Load_Suffix,5,Body.cpp
Antares,Ext/HouseType,0x512480,HouseTypeClass_SaveLoad_Prefix,5,Body.cpp
Antares,Ext/HouseType,0x51255C,HouseTypeClass_Save_Suffix,5,Body.cpp
Antares,Ext/HouseType,0x5127CF,HouseTypeClass_DTOR,6,Body.cpp
Antares,Ext/HouseType,0x553412,LoadProgressMgr_Draw_LSFile,0,Hooks.cpp
Antares,Ext/HouseType,0x5536DA,LoadProgressMgr_Draw_LSName,0,Hooks.cpp
Antares,Ext/HouseType,0x553A05,LoadProgressMgr_Draw_LSSpecialName,6,Hooks.cpp
Antares,Ext/HouseType,0x553D06,LoadProgressMgr_Draw_LSBrief,6,Hooks.cpp
Antares,Ext/HouseType,0x69B670,HTExt_PickRandom_AI,0,Hooks.cpp
Antares,Ext/HouseType,0x69B774,HTExt_PickRandom_Human,0,Hooks.cpp
Antares,Ext/HouseType,0x6AA0CA,TabCameoListClass_Draw_DrawObserverBackground,6,Hooks.cpp
Antares,Ext/HouseType,0x6AA164,TabCameoListClass_Draw_DrawObserverFlag,6,Hooks.cpp
Antares,Ext/HouseType,0x72B690,HTExt_LSPAL,0,Hooks.cpp
Antares,Ext/HouseType,0x752BA1,HTExt_GetTaunt,6,Hooks.cpp
Antares,Ext/Infantry,0x469C4E,BulletClass_DetonateAt_DamageAnimSelected,5,Hooks.MakeInf.cpp
Antares,Ext/Infantry,0x517CB0,InfantryClass_CTOR,5,Body.cpp
Antares,Ext/Infantry,0x517F83,InfantryClass_DTOR,6,Body.cpp
Antares,Ext/Infantry,0x5183DE,InfantryClass_ReceiveDamage_InfantryVirus1,6,Hooks.MakeInf.cpp
Antares,Ext/Infantry,0x518434,InfantryClass_ReceiveDamage_SkipDeathAnim,7,Hooks.cpp
Antares,Ext/Infantry,0x51849A,InfantryClass_ReceiveDamage_DeathAnim,5,Hooks.MakeInf.cpp
Antares,Ext/Infantry,0x518575,InfantryClass_ReceiveDamage_InfantryVirus1,6,Hooks.MakeInf.cpp
Antares,Ext/Infantry,0x5185C8,InfantryClass_ReceiveDamage_InfDeath,6,Hooks.MakeInf.cpp
Antares,Ext/Infantry,0x518698,InfantryClass_ReceiveDamage_Anims,5,Hooks.MakeInf.cpp
Antares,Ext/Infantry,0x5186F2,InfantryClass_ReceiveDamage_Anims,5,Hooks.MakeInf.cpp
Antares,Ext/Infantry,0x518755,InfantryClass_ReceiveDamage_Anims,5,Hooks.MakeInf.cpp
Antares,Ext/Infantry,0x5187BB,InfantryClass_ReceiveDamage_Anims,5,Hooks.MakeInf.cpp
Antares,Ext/Infantry,0x518821,InfantryClass_ReceiveDamage_Anims,5,Hooks.MakeInf.cpp
